rank,weight,train_ic,train_rank_ic,valid_ic,valid_rank_ic,test_ic,test_rank_ic,formula
37,0.0009627033723518252,0.0009627031977288425,-0.0040604546666145325,0.0021771052852272987,-0.0005953802028670907,0.002150511834770441,-0.00446317158639431,"Less($pb_ratio_ttm,$cash_flow_from_operating_activities_ttm)"
38,0.0005387598648667336,0.0005387596902437508,0.020170779898762703,0.002273899968713522,0.02758234739303589,-0.0005840412341058254,0.0019331047078594565,"TsCov(Pow($book_to_market_ratio_lf,-10.0),$cash_flow_from_operating_activities_ttm,10)"
39,0.031665656715631485,0.031969327479600906,0.0541679672896862,0.029624085873365402,0.06893397122621536,0.017365656793117523,0.05452322959899902,"Sub(2.0,$volume)"
40,0.0019125425023958087,0.0019124854588881135,0.0014445281121879816,0.0030861813575029373,0.019617782905697823,0.0006660177023150027,0.000816310232039541,Inv($gross_profit_ttm)
41,0.0014219384174793959,0.0014219394652172923,0.0076928227208554745,0.0018461084691807628,-0.014128339476883411,-0.0010321805020794272,0.004601242486387491,"Less(Div($gross_profit_ttm,$ev_ttm),Div(Inv($profit_from_operation_ttm),Mul(-5.0,$total_liabilities_ttm)))"
42,0.0008351681753993034,0.0008351771393790841,-0.0007437657914124429,0.0010729198111221194,0.018757052719593048,0.00327499583363533,-0.0032867949921637774,Abs(Inv($net_profit_ttm))
43,0.0014131659409031272,0.001413166057318449,0.003118481021374464,0.0017707879887893796,-0.0065975249744951725,-0.004136769101023674,-0.012229938060045242,"TsCov($net_profit_deduct_non_recurring_pnl_ttm,$ps_ratio_ttm,40)"
44,0.0006184628000482917,0.0006184626836329699,0.005097969900816679,0.0,-0.008483042009174824,0.0,-0.0004285216564312577,"Add(TsIr($ps_ratio_ttm,20),Less($pb_ratio_ttm,Pow($cash_flow_from_operating_activities_ttm,$high)))"
45,0.005262906197458506,0.005262906197458506,0.03909596428275108,-0.00545823760330677,0.018969271332025528,-0.0025129872374236584,0.0290584284812212,Inv($ps_ratio_ttm)
46,0.002439499832689762,0.002439499832689762,0.013409166596829891,-0.006228192243725061,-0.009363450109958649,0.0006185483071021736,0.015437349677085876,"Add($gross_profit_ttm,Div($net_profit_ttm,$ps_ratio_ttm))"
47,0.0018816037336364388,0.0018816037336364388,-0.011836126446723938,0.0007902510114945471,-0.006953487638384104,0.0012299198424443603,-0.009437382221221924,"Div($volume,$net_profit_ttm)"
48,0.009056233800947666,0.009056233800947666,0.04800709709525108,0.008587725460529327,0.07230739295482635,5.399244764703326e-05,0.03532479330897331,"Sub($close,TsDelta($market_cap_3,30))"
49,0.00037763104774057865,0.0005640904419124126,-0.00238559627905488,0.0009392611682415009,-0.015055767260491848,-0.0018000765703618526,-0.003009350737556815,"Div(-0.5,$net_profit_deduct_non_recurring_pnl_ttm)"
50,0.0005642342148348689,0.0005642342730425298,-0.008485911414027214,-0.0007323699537664652,0.0015993000706657767,-0.0036871335469186306,-0.0019815268460661173,"Div($low,Add($profit_from_operation_ttm,$book_to_market_ratio_lf))"
