formula,source,gp_net_excess,corr_size,finite_share,raw_net,raw_turnover,neutralised_net,neutralised_turnover,net_kept
"Greater(Constant(2.0),Ref(Greater(Constant(-0.01),TsMinDiff(open,30)),30))",ic-frontier-mining-20260923,-0.117829269182682,-0.16807996533157174,0.8945335186901453,-0.06233690877403586,0.38734532076646183,-0.1307734454870497,0.26190505966519556,2.097849381031845
"Inv(TsMinMaxDiff(ratio_ep_ttm,20))",net-scale-mining-20260923,-0.0325114828884601,0.08221505041937432,0.8438554216867471,-0.03774704267556244,0.3272789705679017,-0.04649761754404997,0.35058559493670344,1.231821468603491
"TsMinDiff(TsDelta(ratio_pcf_ocf_ttm,30),20)",ic-frontier-mining-20260923,-0.0993131094932556,0.1009445989458198,0.8328158789002162,-0.11697883690764782,0.42349681857127774,-0.11724769449555889,0.4563858599543582,1.0022983438288358
"Add(TsDelta(current_assets,10),TsDiv(ratio_ep_ttm,50))",net-scale-mining-20260923,-0.0767278697311878,-0.008097325404848773,0.8158402842137781,-0.29806033495827855,0.6124849347486704,-0.28571431653066953,0.7486255590293909,0.9585787943594133
"Sub(TsStd(TsPctChange(book_to_market_ratio_lf,30),50),market_cap)",net-scale-mining-20260923,0.2066719658017158,0.9999989505688625,0.8207105344454744,0.224045197286676,0.08434394645094928,-0.14232650613354575,0.2574526168667141,-0.6352580097998375
"TsMax(Sub(amount,ratio_sp_ttm),50)",net-scale-mining-20260923,-0.2030530693888664,-0.5843220083434773,0.831543095458758,0.14836215396479221,0.1952669919318009,-0.08229228840497632,0.15004787851054027,-0.5546717016827963
"TsVar(TsMed(gr_total_asset_lyr,10),40)",ic-frontier-mining-20260923,-0.0199638636454939,0.004142098359581108,0.9647204201421069,-0.0313759728024028,0.21806548630693084,-0.06080308490171765,0.5256951391271257,1.9378868436889167
"TsMinMaxDiff(TsMaxDiff(close,20),40)",ic-frontier-mining-20260923,-0.0965268608093261,-0.11576019767218951,0.8947791164658635,-0.020997256608184717,0.10206300663007739,-0.10676612943083556,0.1479712665614353,5.0847656635876035
"Greater(Constant(0.01),TsDiv(TsIr(ratio_pcf_ocf_ttm,10),10))",ic-frontier-mining-20260923,-0.1719641737997531,0.0030323378879608437,0.8445705900525179,-0.17603656644237606,0.9559034232675184,-0.16668635204269983,0.9547350487737358,0.9468848172363272
"Greater(gr_total_asset_lyr,Inv(TsIr(oper_roe_lyr,10)))",ic-frontier-mining-20260923,-0.0483868868350982,-0.1765367288570758,0.9676475131294408,-0.07060299000033654,0.4505748382465475,-0.12191971385871389,0.41278490647409855,1.7268349946387929
"TsDelta(TsMinMaxDiff(open,40),40)",ic-frontier-mining-20260923,-0.1542323416829109,-0.007412490949981543,0.8898656163113995,-0.17998357230888037,0.3967505325454542,-0.14721563487382328,0.3988261677124898,0.8179392873766161
"TsDelta(TsMean(TsMean(Inv(Log(book_to_market_ratio_lf)),50),30),20)",net-scale-mining-20260923,-0.1039844369530677,0.019691453812291173,0.8111847389558233,-0.1258289685766302,0.23112334186409564,-0.1026956264787032,0.24514017700390614,0.8161524936617538
