factor_id,factor_name,report,handler,formula,direction,platform_factor_direction,platform_factor_id,platform_run_id,configured_cycle,platform_rank_ic,platform_ic_mean,platform_ic_ir,platform_ic_p_value,platform_monotonicity,platform_gross_excess_pct,platform_turnover_pct,platform_annual_cost_pct,platform_net_excess_pct,platform_long_sharpe,platform_long_max_drawdown_pct,platform_long_monthly_win_rate_pct,local_net_excess_pct,local_net_positive,high_threshold,high_neighbor_count,high_neighbor_names,high_neighbors,nearest_factor,nearest_correlation,nearest_abs_correlation,neighbor_rows_written
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV3,OSR4-RET40-BP-CFP-REV3,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_rev3,"(3 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 5",1,1,6a9f776ccffa1665a2100e11,6a9f776ca7f535324660b223,5,0.0773,0.04,0.2896,0.0,0.92,12.01,34.31,10.375344,1.6346559999999997,0.7788,36.68,60.0,,,0.8,8,OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (+0.981831); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (+0.952036); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (+0.947385); OSR2-RET40 [oversold-rebound-recovery-candidates] (+0.903276); OSR2-RET40 [positive-cycle10-candidates] (+0.903276); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (+0.866102); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.839674); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (+0.808653),"OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (net=2.37%, rho=+0.981831); OSR3-RET40-BP-REV2 [osr3-ret40-value-candidates] (net=2.48%, rho=+0.952036); OSR3-RET40-BP-INTERACT [osr3-ret40-value-candidates] (net=2.73%, rho=+0.947385); OSR2-RET40 [oversold-rebound-recovery-candidates] (net=1.03%, rho=+0.903276); OSR2-RET40 [positive-cycle10-candidates] (net=5.03%, rho=+0.903276); OSR3-RET40-BP-EQ [osr3-ret40-value-candidates] (net=3.16%, rho=+0.866102); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.839674); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (net=7.88%, rho=+0.808653)",OSR4-RET40-BP-CFP-REV2 [osr4-ret40-value-refine-candidates] (+0.981831),0.981830706957961,0.981830706957961,8
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_sp,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",1,1,6a9f7922cffa1665a2100e1a,6a9f7922cffa1665a2100e1b,5,0.064,0.0297,0.2193,0.0008,0.88,8.32,18.0,5.4432,2.8768000000000002,0.7667,29.19,58.33,,,0.8,5,OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.906791); OSR4-RET40-BP-CFP-VAL2 [osr4-ret40-value-refine-candidates] (+0.903931); OSR4-RET40-BP-CFP-PCF [osr4-ret40-value-refine-candidates] (+0.848855); OSR3-RET40-BP-VAL2 [osr3-ret40-value-candidates] (+0.813557); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (+0.800315),"OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (net=3.56%, rho=+0.906791); OSR4-RET40-BP-CFP-VAL2 [osr4-ret40-value-refine-candidates] (net=3.56%, rho=+0.903931); OSR4-RET40-BP-CFP-PCF [osr4-ret40-value-refine-candidates] (net=2.67%, rho=+0.848855); OSR3-RET40-BP-VAL2 [osr3-ret40-value-candidates] (net=3.17%, rho=+0.813557); OSR3-RET40-BP-MA63 [osr3-ret40-value-candidates] (net=2.41%, rho=+0.800315)",OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.906791),0.90679069354184,0.90679069354184,5
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-TSRANK756,OSR4-RET40-BP-CFP-TSRANK756,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756)) + RANK(TS_RANK(ratio_cfp_ttm,756))) / 3",1,1,6a9f78c7a7f535324660b22c,6a9f78c7ecb163ea7228cb78,5,0.0652,0.0339,0.2587,0.0001,0.87,12.38,32.8,9.918719999999999,2.461280000000002,0.7688,40.2,61.67,,,0.8,1,OSR3-RET40-BP-TSRANK756 [osr3-ret40-value-candidates] (+0.869653),"OSR3-RET40-BP-TSRANK756 [osr3-ret40-value-candidates] (net=1.64%, rho=+0.869653)",OSR3-RET40-BP-TSRANK756 [osr3-ret40-value-candidates] (+0.869653),0.8696532759744203,0.8696532759744203,1
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL2,OSR4-RET40-BP-CFP-VAL2,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_val2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm) + 2 * RANK(ratio_cfp_ttm)) / 5",1,1,6a9f77be0f6165ec8f7f34a1,6a9f77bf0f6165ec8f7f34a2,5,0.055,0.0245,0.2198,0.0008,0.89,7.88,14.29,4.321295999999999,3.5587040000000005,0.7585,27.7,63.33,,,0.8,3,OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.961428); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (+0.903931); OSR4-RET40-BP-CFP-PCF [osr4-ret40-value-refine-candidates] (+0.856506),"OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (net=3.56%, rho=+0.961428); OSR4-RET40-BP-CFP-SP [osr4-ret40-value-refine-candidates] (net=2.88%, rho=+0.903931); OSR4-RET40-BP-CFP-PCF [osr4-ret40-value-refine-candidates] (net=2.67%, rho=+0.856506)",OSR3-RET40-BP-CFP [osr3-ret40-value-candidates] (+0.961428),0.9614277501278048,0.9614277501278048,3
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL3,OSR4-RET40-BP-CFP-VAL3,osr4-ret40-value-refine-candidates.report.csv,reversal_bm_cfp_val3,"(RANK(1 - RETURNS(CLOSE,40)) + 3 * RANK(ratio_bm_ttm) + 3 * RANK(ratio_cfp_ttm)) / 7",1,1,6a9f78153e7967143f8faa6a,6a9f78165d52c44d2f55bf65,5,0.0493,0.0212,0.195,0.0027,0.88,6.8,11.55,3.49272,3.30728,0.7251,26.67,63.33,,,0.8,1,OSR4-RET40-BP-CFP-MA63 [osr4-ret40-value-refine-candidates] (+0.864713),"OSR4-RET40-BP-CFP-MA63 [osr4-ret40-value-refine-candidates] (net=2.59%, rho=+0.864713)",OSR4-RET40-BP-CFP-MA63 [osr4-ret40-value-refine-candidates] (+0.864713),0.864712867124092,0.864712867124092,1
size-only-20260911-candidates.report:SIZE-ONLY-20260911,SIZE-ONLY-20260911,size-only-20260911-candidates.report.csv,size_only,RANK(MARKET_CAP),0,0,6aa3b8573e7967143f8faf29,6aa3b8576df2a192a47e7cfe,10,-0.0558,-0.0475,-0.2789,0.0028,0.93,22.72,8.51,1.286712,21.433287999999997,0.9965,36.67,63.33,,,0.8,2,VERIFY-G260910-13 [verify-field-scan-20260910-candidates] (-0.805576); VERIFY10-G260910-13 [verify-field-scan-cycle10-20260910-candidates] (-0.805576),"VERIFY-G260910-13 [verify-field-scan-20260910-candidates] (net=14.70%, rho=-0.805576); VERIFY10-G260910-13 [verify-field-scan-cycle10-20260910-candidates] (net=13.94%, rho=-0.805576)",VERIFY-G260910-13 [verify-field-scan-20260910-candidates] (-0.805576),-0.8055761556037307,0.8055761556037307,2
t10-more-additions-20260911-candidates.report:T10-ADD-AGG-IMPACT-20260911,T10-ADD-AGG-IMPACT-20260911,t10-more-additions-20260911-candidates.report.csv,t10_size_plus_impact_aggregate,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1),60) / (SUM(AMOUNT,60) + 1))) / 6",1,1,6aa3ca136df2a192a47e7d33,6aa3ca1451cdfe29b2e0bce4,10,0.1057,0.0698,0.4379,0.0,1.0,23.78,26.59,4.020408000000001,19.759592,1.0788,29.91,61.67,,,0.8,11,T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.999403); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.998728); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.978563); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.939331); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.936370); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.929318); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.922019); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.892009); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.875798); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.875798); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.835382),"T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.999403); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.998728); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.978563); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.939331); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.936370); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.929318); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.922019); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.892009); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.875798); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.875798); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.835382)",T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.999403),0.9994033584758258,0.9994033584758258,11
t10-additions-20260911-candidates.report:T10-ADD-BM-20260911,T10-ADD-BM-20260911,t10-additions-20260911-candidates.report.csv,t10_size_plus_impact_bm,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(book_to_market_ratio_lf)) / 6",1,1,6aa3c6d1a7f535324660ba70,6aa3c6d25d52c44d2f55c45b,10,0.1192,0.0739,0.4465,0.0,1.0,22.53,29.35,4.43772,18.092280000000002,1.0813,27.72,63.33,,,0.8,14,T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.956581); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.940802); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.936370); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.933128); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.929950); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.919977); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.917579); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.913453); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.913453); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.913030); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.895247); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.883441); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.867864); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.867864),"T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.956581); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.940802); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.936370); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.933128); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.929950); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.919977); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.917579); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.913453); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.913453); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.913030); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.895247); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.883441); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.867864); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.867864)",T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.956581),0.9565808263288768,0.9565808263288768,14
t10-additions-20260911-candidates.report:T10-ADD-DD120-20260911,T10-ADD-DD120-20260911,t10-additions-20260911-candidates.report.csv,t10_size_plus_impact_dd120,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(1-CLOSE/TS_MAX(CLOSE,120))) / 6",1,1,6aa3c66cecb163ea7228d075,6aa3c66d6df2a192a47e7d28,10,0.1052,0.0687,0.4312,0.0,0.99,21.7,32.18,4.865616,16.834384,0.9897,30.19,61.67,,,0.8,15,T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.968230); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.965092); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.965092); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.945362); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.929794); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.922019); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.921770); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.918366); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.917089); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.913030); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.903498); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.873419); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (+0.847210); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.800711); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.800711),"T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.968230); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.965092); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.965092); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.945362); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.929794); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.922019); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.921770); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.918366); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.917089); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.913030); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.903498); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.873419); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (net=8.66%, rho=+0.847210); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.800711); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.800711)",T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.968230),0.9682297397533414,0.9682297397533414,15
t10-more-additions-20260911-candidates.report:T10-ADD-DOWNSIDE-IMPACT-20260911,T10-ADD-DOWNSIDE-IMPACT-20260911,t10-more-additions-20260911-candidates.report.csv,t10_size_plus_impact_downside,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM((ABS(CLOSE / DELAY(CLOSE,1) - 1) - (CLOSE / DELAY(CLOSE,1) - 1)) / 2,60) / (SUM(AMOUNT,60) + 1))) / 6",1,1,6aa3c920ecb163ea7228d078,6aa3c9208b01f62dc5146090,10,0.1067,0.0701,0.4389,0.0,1.0,23.48,27.05,4.08996,19.39004,1.0719,30.03,61.67,,,0.8,11,T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.999403); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.997828); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.982418); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.942568); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.940802); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.933438); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.929794); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.901036); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.885441); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.885441); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.843842),"T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.999403); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.997828); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.982418); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.942568); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.940802); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.933438); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.929794); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.901036); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.885441); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.885441); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.843842)",T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.999403),0.9994033584758258,0.9994033584758258,11
t10-more-additions-20260911-candidates.report:T10-ADD-FSCORE-20260911,T10-ADD-FSCORE-20260911,t10-more-additions-20260911-candidates.report.csv,t10_size_plus_impact_fscore,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK((IF(oper_roa_net_ttm > 0,1,0) + IF(cfd_ocf_to_debt_ttm > 0,1,0) + IF(oper_roa_net_ttm > oper_roa_net_lyr,1,0) + IF(cfd_surplus_cash_multi_ttm > 1,1,0) + IF(fin_debt_to_asset_ttm < fin_debt_to_asset_lyr,1,0) + IF(fin_current_ratio_ttm > fin_current_ratio_lyr,1,0) + IF(oper_gross_margin_ttm > oper_gross_margin_lyr,1,0) + IF(oper_total_asset_turnover_ttm > oper_total_asset_turnover_lyr,1,0)) / 8)) / 6",1,1,6aa3c986a7f535324660ba76,6aa3c986a7f535324660ba77,10,0.1118,0.0712,0.4822,0.0,0.99,22.13,30.78,4.653936,17.476064,1.0709,26.48,65.0,,,0.8,14,T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.952093); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.933438); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.929318); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.926238); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.920693); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.919977); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.917089); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.913448); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.912415); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.912415); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.880958); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.844128); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.818097); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.818097),"T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.952093); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.933438); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.929318); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.926238); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.920693); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.919977); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.917089); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.913448); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.912415); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.912415); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.880958); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.844128); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.818097); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.818097)",T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.952093),0.9520927665848401,0.9520927665848401,14
