factor_id,factor_name,report,handler,formula,platform_net_excess_pct,platform_rank_ic,platform_direction,visible_composite,assignment_status,assigned_cluster,high_correlation_clusters,high_correlation_links,heuristic_components,nearest_base_factor,nearest_base_rho,nearest_base_abs_rho,reason
huatai-momentum-weighted-20260909.report:HT13-EXPWRET-6M,HT13-EXPWRET-6M,huatai-momentum-weighted-20260909.report.csv,exp_weighted_reversal126,"-(TURNOVER * RETURNS(CLOSE,1) + 0.959189457109 * DELAY(TURNOVER * RETURNS(CLOSE,1),1) + 0.920044414629 * DELAY(TURNOVER * RETURNS(CLOSE,1),2) + 0.882496902585 * DELAY(TURNOVER * RETURNS(CLOSE,1),3) + 0.846481724891 * DELAY(TURNOVER * RETURNS(CLOSE,1),4) + 0.811936346151 * DELAY(TURNOVER * RETURNS(CLOSE,1),5) + 0.778800783071 * DELAY(TURNOVER * RETURNS(CLOSE,1),6) + 0.747017500310 * DELAY(TURNOVER * RETURNS(CLOSE,1),7) + 0.716531310574 * DELAY(TURNOVER * RETURNS(CLOSE,1),8) + 0.687289278791 * DELAY(TURNOVER * RETURNS(CLOSE,1),9) + 0.659240630200 * DELAY(TURNOVER * RETURNS(CLOSE,1),10) + 0.632336662186 * DELAY(TURNOVER * RETURNS(CLOSE,1),11) + 0.606530659713 * DELAY(TURNOVER * RETURNS(CLOSE,1),12) + 0.581777814210 * DELAY(TURNOVER * RETURNS(CLOSE,1),13) + 0.558035145770 * DELAY(TURNOVER * RETURNS(CLOSE,1),14) + 0.535261428519 * DELAY(TURNOVER * RETURNS(CLOSE,1),15) + 0.513417119033 * DELAY(TURNOVER * RETURNS(CLOSE,1),16) + 0.492464287675 * DELAY(TURNOVER * RETURNS(CLOSE,1),17) + 0.472366552741 * DELAY(TURNOVER * RETURNS(CLOSE,1),18) + 0.453089017280 * DELAY(TURNOVER * RETURNS(CLOSE,1),19) + 0.434598208507 * DELAY(TURNOVER * RETURNS(CLOSE,1),20) + 0.416862019679 * DELAY(TURNOVER * RETURNS(CLOSE,1),21) + 0.399849654345 * DELAY(TURNOVER * RETURNS(CLOSE,1),22) + 0.383531572876 * DELAY(TURNOVER * RETURNS(CLOSE,1),23) + 0.367879441171 * DELAY(TURNOVER * RETURNS(CLOSE,1),24) + 0.352866081459 * DELAY(TURNOVER * RETURNS(CLOSE,1),25) + 0.338465425107 * DELAY(TURNOVER * RETURNS(CLOSE,1),26) + 0.324652467358 * DELAY(TURNOVER * RETURNS(CLOSE,1),27) + 0.311403223915 * DELAY(TURNOVER * RETURNS(CLOSE,1),28) + 0.298694689289 * DELAY(TURNOVER * RETURNS(CLOSE,1),29) + 0.286504796860 * DELAY(TURNOVER * RETURNS(CLOSE,1),30) + 0.274812380559 * DELAY(TURNOVER * RETURNS(CLOSE,1),31) + 0.263597138116 * DELAY(TURNOVER * RETURNS(CLOSE,1),32) + 0.252839595805 * DELAY(TURNOVER * RETURNS(CLOSE,1),33) + 0.242521074636 * DELAY(TURNOVER * RETURNS(CLOSE,1),34) + 0.232623657917 * DELAY(TURNOVER * RETURNS(CLOSE,1),35) + 0.223130160148 * DELAY(TURNOVER * RETURNS(CLOSE,1),36) + 0.214024097177 * DELAY(TURNOVER * RETURNS(CLOSE,1),37) + 0.205289657580 * DELAY(TURNOVER * RETURNS(CLOSE,1),38) + 0.196911675204 * DELAY(TURNOVER * RETURNS(CLOSE,1),39) + 0.188875602838 * DELAY(TURNOVER * RETURNS(CLOSE,1),40) + 0.181167486947 * DELAY(TURNOVER * RETURNS(CLOSE,1),41) + 0.173773943450 * DELAY(TURNOVER * RETURNS(CLOSE,1),42) + 0.166682134478 * DELAY(TURNOVER * RETURNS(CLOSE,1),43) + 0.159879746080 * DELAY(TURNOVER * RETURNS(CLOSE,1),44) + 0.153354966845 * DELAY(TURNOVER * RETURNS(CLOSE,1),45) + 0.147096467393 * DELAY(TURNOVER * RETURNS(CLOSE,1),46) + 0.141093380701 * DELAY(TURNOVER * RETURNS(CLOSE,1),47) + 0.135335283237 * DELAY(TURNOVER * RETURNS(CLOSE,1),48) + 0.129812176855 * DELAY(TURNOVER * RETURNS(CLOSE,1),49) + 0.124514471444 * DELAY(TURNOVER * RETURNS(CLOSE,1),50) + 0.119432968267 * DELAY(TURNOVER * RETURNS(CLOSE,1),51) + 0.114558843993 * DELAY(TURNOVER * RETURNS(CLOSE,1),52) + 0.109883635376 * DELAY(TURNOVER * RETURNS(CLOSE,1),53) + 0.105399224562 * DELAY(TURNOVER * RETURNS(CLOSE,1),54) + 0.101097824987 * DELAY(TURNOVER * RETURNS(CLOSE,1),55) + 0.096971967864 * DELAY(TURNOVER * RETURNS(CLOSE,1),56) + 0.093014489211 * DELAY(TURNOVER * RETURNS(CLOSE,1),57) + 0.089218517409 * DELAY(TURNOVER * RETURNS(CLOSE,1),58) + 0.085577461278 * DELAY(TURNOVER * RETURNS(CLOSE,1),59) + 0.082084998624 * DELAY(TURNOVER * RETURNS(CLOSE,1),60) + 0.078735065267 * DELAY(TURNOVER * RETURNS(CLOSE,1),61) + 0.075521844509 * DELAY(TURNOVER * RETURNS(CLOSE,1),62) + 0.072439757034 * DELAY(TURNOVER * RETURNS(CLOSE,1),63) + 0.069483451223 * DELAY(TURNOVER * RETURNS(CLOSE,1),64) + 0.066647793856 * DELAY(TURNOVER * RETURNS(CLOSE,1),65) + 0.063927861207 * DELAY(TURNOVER * RETURNS(CLOSE,1),66) + 0.061318930485 * DELAY(TURNOVER * RETURNS(CLOSE,1),67) + 0.058816471642 * DELAY(TURNOVER * RETURNS(CLOSE,1),68) + 0.056416139504 * DELAY(TURNOVER * RETURNS(CLOSE,1),69) + 0.054113766223 * DELAY(TURNOVER * RETURNS(CLOSE,1),70) + 0.051905354045 * DELAY(TURNOVER * RETURNS(CLOSE,1),71) + 0.049787068368 * DELAY(TURNOVER * RETURNS(CLOSE,1),72) + 0.047755231079 * DELAY(TURNOVER * RETURNS(CLOSE,1),73) + 0.045806314173 * DELAY(TURNOVER * RETURNS(CLOSE,1),74) + 0.043936933623 * DELAY(TURNOVER * RETURNS(CLOSE,1),75) + 0.042143843509 * DELAY(TURNOVER * RETURNS(CLOSE,1),76) + 0.040423930376 * DELAY(TURNOVER * RETURNS(CLOSE,1),77) + 0.038774207832 * DELAY(TURNOVER * RETURNS(CLOSE,1),78) + 0.037191811360 * DELAY(TURNOVER * RETURNS(CLOSE,1),79) + 0.035673993347 * DELAY(TURNOVER * RETURNS(CLOSE,1),80) + 0.034218118312 * DELAY(TURNOVER * RETURNS(CLOSE,1),81) + 0.032821658327 * DELAY(TURNOVER * RETURNS(CLOSE,1),82) + 0.031482188632 * DELAY(TURNOVER * RETURNS(CLOSE,1),83) + 0.030197383422 * DELAY(TURNOVER * RETURNS(CLOSE,1),84) + 0.028965011811 * DELAY(TURNOVER * RETURNS(CLOSE,1),85) + 0.027782933954 * DELAY(TURNOVER * RETURNS(CLOSE,1),86) + 0.026649097336 * DELAY(TURNOVER * RETURNS(CLOSE,1),87) + 0.025561533207 * DELAY(TURNOVER * RETURNS(CLOSE,1),88) + 0.024518353159 * DELAY(TURNOVER * RETURNS(CLOSE,1),89) + 0.023517745856 * DELAY(TURNOVER * RETURNS(CLOSE,1),90) + 0.022557973880 * DELAY(TURNOVER * RETURNS(CLOSE,1),91) + 0.021637370719 * DELAY(TURNOVER * RETURNS(CLOSE,1),92) + 0.020754337874 * DELAY(TURNOVER * RETURNS(CLOSE,1),93) + 0.019907342078 * DELAY(TURNOVER * RETURNS(CLOSE,1),94) + 0.019094912640 * DELAY(TURNOVER * RETURNS(CLOSE,1),95) + 0.018315638889 * DELAY(TURNOVER * RETURNS(CLOSE,1),96) + 0.017568167722 * DELAY(TURNOVER * RETURNS(CLOSE,1),97) + 0.016851201260 * DELAY(TURNOVER * RETURNS(CLOSE,1),98) + 0.016163494588 * DELAY(TURNOVER * RETURNS(CLOSE,1),99) + 0.015503853599 * DELAY(TURNOVER * RETURNS(CLOSE,1),100) + 0.014871132917 * DELAY(TURNOVER * RETURNS(CLOSE,1),101) + 0.014264233909 * DELAY(TURNOVER * RETURNS(CLOSE,1),102) + 0.013682102779 * DELAY(TURNOVER * RETURNS(CLOSE,1),103) + 0.013123728737 * DELAY(TURNOVER * RETURNS(CLOSE,1),104) + 0.012588142242 * DELAY(TURNOVER * RETURNS(CLOSE,1),105) + 0.012074413324 * DELAY(TURNOVER * RETURNS(CLOSE,1),106) + 0.011581649961 * DELAY(TURNOVER * RETURNS(CLOSE,1),107) + 0.011108996538 * DELAY(TURNOVER * RETURNS(CLOSE,1),108) + 0.010655632359 * DELAY(TURNOVER * RETURNS(CLOSE,1),109) + 0.010220770217 * DELAY(TURNOVER * RETURNS(CLOSE,1),110) + 0.009803655036 * DELAY(TURNOVER * RETURNS(CLOSE,1),111) + 0.009403562551 * DELAY(TURNOVER * RETURNS(CLOSE,1),112) + 0.009019798059 * DELAY(TURNOVER * RETURNS(CLOSE,1),113) + 0.008651695203 * DELAY(TURNOVER * RETURNS(CLOSE,1),114) + 0.008298614825 * DELAY(TURNOVER * RETURNS(CLOSE,1),115) + 0.007959943849 * DELAY(TURNOVER * RETURNS(CLOSE,1),116) + 0.007635094219 * DELAY(TURNOVER * RETURNS(CLOSE,1),117) + 0.007323501879 * DELAY(TURNOVER * RETURNS(CLOSE,1),118) + 0.007024625791 * DELAY(TURNOVER * RETURNS(CLOSE,1),119) + 0.006737946999 * DELAY(TURNOVER * RETURNS(CLOSE,1),120) + 0.006462967724 * DELAY(TURNOVER * RETURNS(CLOSE,1),121) + 0.006199210503 * DELAY(TURNOVER * RETURNS(CLOSE,1),122) + 0.005946217356 * DELAY(TURNOVER * RETURNS(CLOSE,1),123) + 0.005703548998 * DELAY(TURNOVER * RETURNS(CLOSE,1),124) + 0.005470784067 * DELAY(TURNOVER * RETURNS(CLOSE,1),125)) / (TURNOVER + 0.959189457109 * DELAY(TURNOVER,1) + 0.920044414629 * DELAY(TURNOVER,2) + 0.882496902585 * DELAY(TURNOVER,3) + 0.846481724891 * DELAY(TURNOVER,4) + 0.811936346151 * DELAY(TURNOVER,5) + 0.778800783071 * DELAY(TURNOVER,6) + 0.747017500310 * DELAY(TURNOVER,7) + 0.716531310574 * DELAY(TURNOVER,8) + 0.687289278791 * DELAY(TURNOVER,9) + 0.659240630200 * DELAY(TURNOVER,10) + 0.632336662186 * DELAY(TURNOVER,11) + 0.606530659713 * DELAY(TURNOVER,12) + 0.581777814210 * DELAY(TURNOVER,13) + 0.558035145770 * DELAY(TURNOVER,14) + 0.535261428519 * DELAY(TURNOVER,15) + 0.513417119033 * DELAY(TURNOVER,16) + 0.492464287675 * DELAY(TURNOVER,17) + 0.472366552741 * DELAY(TURNOVER,18) + 0.453089017280 * DELAY(TURNOVER,19) + 0.434598208507 * DELAY(TURNOVER,20) + 0.416862019679 * DELAY(TURNOVER,21) + 0.399849654345 * DELAY(TURNOVER,22) + 0.383531572876 * DELAY(TURNOVER,23) + 0.367879441171 * DELAY(TURNOVER,24) + 0.352866081459 * DELAY(TURNOVER,25) + 0.338465425107 * DELAY(TURNOVER,26) + 0.324652467358 * DELAY(TURNOVER,27) + 0.311403223915 * DELAY(TURNOVER,28) + 0.298694689289 * DELAY(TURNOVER,29) + 0.286504796860 * DELAY(TURNOVER,30) + 0.274812380559 * DELAY(TURNOVER,31) + 0.263597138116 * DELAY(TURNOVER,32) + 0.252839595805 * DELAY(TURNOVER,33) + 0.242521074636 * DELAY(TURNOVER,34) + 0.232623657917 * DELAY(TURNOVER,35) + 0.223130160148 * DELAY(TURNOVER,36) + 0.214024097177 * DELAY(TURNOVER,37) + 0.205289657580 * DELAY(TURNOVER,38) + 0.196911675204 * DELAY(TURNOVER,39) + 0.188875602838 * DELAY(TURNOVER,40) + 0.181167486947 * DELAY(TURNOVER,41) + 0.173773943450 * DELAY(TURNOVER,42) + 0.166682134478 * DELAY(TURNOVER,43) + 0.159879746080 * DELAY(TURNOVER,44) + 0.153354966845 * DELAY(TURNOVER,45) + 0.147096467393 * DELAY(TURNOVER,46) + 0.141093380701 * DELAY(TURNOVER,47) + 0.135335283237 * DELAY(TURNOVER,48) + 0.129812176855 * DELAY(TURNOVER,49) + 0.124514471444 * DELAY(TURNOVER,50) + 0.119432968267 * DELAY(TURNOVER,51) + 0.114558843993 * DELAY(TURNOVER,52) + 0.109883635376 * DELAY(TURNOVER,53) + 0.105399224562 * DELAY(TURNOVER,54) + 0.101097824987 * DELAY(TURNOVER,55) + 0.096971967864 * DELAY(TURNOVER,56) + 0.093014489211 * DELAY(TURNOVER,57) + 0.089218517409 * DELAY(TURNOVER,58) + 0.085577461278 * DELAY(TURNOVER,59) + 0.082084998624 * DELAY(TURNOVER,60) + 0.078735065267 * DELAY(TURNOVER,61) + 0.075521844509 * DELAY(TURNOVER,62) + 0.072439757034 * DELAY(TURNOVER,63) + 0.069483451223 * DELAY(TURNOVER,64) + 0.066647793856 * DELAY(TURNOVER,65) + 0.063927861207 * DELAY(TURNOVER,66) + 0.061318930485 * DELAY(TURNOVER,67) + 0.058816471642 * DELAY(TURNOVER,68) + 0.056416139504 * DELAY(TURNOVER,69) + 0.054113766223 * DELAY(TURNOVER,70) + 0.051905354045 * DELAY(TURNOVER,71) + 0.049787068368 * DELAY(TURNOVER,72) + 0.047755231079 * DELAY(TURNOVER,73) + 0.045806314173 * DELAY(TURNOVER,74) + 0.043936933623 * DELAY(TURNOVER,75) + 0.042143843509 * DELAY(TURNOVER,76) + 0.040423930376 * DELAY(TURNOVER,77) + 0.038774207832 * DELAY(TURNOVER,78) + 0.037191811360 * DELAY(TURNOVER,79) + 0.035673993347 * DELAY(TURNOVER,80) + 0.034218118312 * DELAY(TURNOVER,81) + 0.032821658327 * DELAY(TURNOVER,82) + 0.031482188632 * DELAY(TURNOVER,83) + 0.030197383422 * DELAY(TURNOVER,84) + 0.028965011811 * DELAY(TURNOVER,85) + 0.027782933954 * DELAY(TURNOVER,86) + 0.026649097336 * DELAY(TURNOVER,87) + 0.025561533207 * DELAY(TURNOVER,88) + 0.024518353159 * DELAY(TURNOVER,89) + 0.023517745856 * DELAY(TURNOVER,90) + 0.022557973880 * DELAY(TURNOVER,91) + 0.021637370719 * DELAY(TURNOVER,92) + 0.020754337874 * DELAY(TURNOVER,93) + 0.019907342078 * DELAY(TURNOVER,94) + 0.019094912640 * DELAY(TURNOVER,95) + 0.018315638889 * DELAY(TURNOVER,96) + 0.017568167722 * DELAY(TURNOVER,97) + 0.016851201260 * DELAY(TURNOVER,98) + 0.016163494588 * DELAY(TURNOVER,99) + 0.015503853599 * DELAY(TURNOVER,100) + 0.014871132917 * DELAY(TURNOVER,101) + 0.014264233909 * DELAY(TURNOVER,102) + 0.013682102779 * DELAY(TURNOVER,103) + 0.013123728737 * DELAY(TURNOVER,104) + 0.012588142242 * DELAY(TURNOVER,105) + 0.012074413324 * DELAY(TURNOVER,106) + 0.011581649961 * DELAY(TURNOVER,107) + 0.011108996538 * DELAY(TURNOVER,108) + 0.010655632359 * DELAY(TURNOVER,109) + 0.010220770217 * DELAY(TURNOVER,110) + 0.009803655036 * DELAY(TURNOVER,111) + 0.009403562551 * DELAY(TURNOVER,112) + 0.009019798059 * DELAY(TURNOVER,113) + 0.008651695203 * DELAY(TURNOVER,114) + 0.008298614825 * DELAY(TURNOVER,115) + 0.007959943849 * DELAY(TURNOVER,116) + 0.007635094219 * DELAY(TURNOVER,117) + 0.007323501879 * DELAY(TURNOVER,118) + 0.007024625791 * DELAY(TURNOVER,119) + 0.006737946999 * DELAY(TURNOVER,120) + 0.006462967724 * DELAY(TURNOVER,121) + 0.006199210503 * DELAY(TURNOVER,122) + 0.005946217356 * DELAY(TURNOVER,123) + 0.005703548998 * DELAY(TURNOVER,124) + 0.005470784067 * DELAY(TURNOVER,125))",-26.27957599999999,0.0991,1,True,composite_not_clustered,composite-only,,[],B02;B03;B07,,,,visible multi-mechanism formula; no independent cluster
huatai-series13-candidates.report:HT13-STYLE-EQ,HT13-STYLE-EQ,huatai-series13-candidates.report.csv,style_eq,"(RANK(ratio_bm_ttm) + RANK(gr_net_profit_ttm) + RANK(oper_roe_ttm) + RANK(1 - RETURNS(CLOSE,20)) + RANK(1 - MA(TURNOVER,21)) + RANK(1 - STDDEV(RETURNS(CLOSE,1),21))) / 6",-5.707552,0.0667,1,True,composite_not_clustered,composite-only,,[],B02;B08;B07,,,,visible multi-mechanism formula; no independent cluster
huatai-series13-candidates.report:HT13-VALUE-EQ,HT13-VALUE-EQ,huatai-series13-candidates.report.csv,value_eq,(RANK(ratio_bm_ttm) + RANK(ratio_ep_ttm) + RANK(ratio_sp_ttm) - RANK(ratio_pcf_ocf_ttm)) / 4,-0.06128,0.0428,1,True,composite_not_clustered,composite-only,,[],B08;B12,,,,visible multi-mechanism formula; no independent cluster
huatai-momentum-weighted-20260909.report:HT13-WGTRET-1M,HT13-WGTRET-1M,huatai-momentum-weighted-20260909.report.csv,weighted_reversal,"-SUM(TURNOVER * RETURNS(CLOSE,1),21) / SUM(TURNOVER,21)",-1.0025199999999987,0.0915,1,True,composite_not_clustered,composite-only,,[],B02;B03;B07,,,,visible multi-mechanism formula; no independent cluster
nonht-report-directions-20260909-formula.report:NONHT-LTMOM-EXHIGH-252-21,NONHT-LTMOM-EXHIGH-252-21,nonht-report-directions-20260909-formula.report.csv,ltmom_exhigh252_21,"RANK(SUM(IF(TS_RANK(ABS(RETURNS(CLOSE,1)),252)<=0.80,RETURNS(CLOSE,1),0),252)-SUM(IF(TS_RANK(ABS(RETURNS(CLOSE,1)),252)<=0.80,RETURNS(CLOSE,1),0),21))",-2.933592,0.0213,1,True,composite_not_clustered,composite-only,,[],B02,,,,visible multi-mechanism formula; no independent cluster
literature-rankic-optimization-20260909-formula.report:NONHT-RESVOL-MAX-INTERACT-21D,NONHT-RESVOL-MAX-INTERACT-21D,literature-rankic-optimization-20260909-formula.report.csv,residual_volatility_max_interact,"RANK(-residual_volatility) * RANK(-TS_MAX(RETURNS(CLOSE,1),21))",-5.712656000000001,0.0754,1,True,composite_not_clustered,composite-only,,[],B02;B11,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-candidates.report:OSR-CAPITULATION-20D,OSR-CAPITULATION-20D,oversold-rebound-candidates.report.csv,capitulation20,"RANK(1 - RETURNS(CLOSE,5)) + RANK(MA(TURNOVER,5) / MA(TURNOVER,20))",-27.799264,0.0025,1,True,composite_not_clustered,composite-only,,[],B02,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-candidates.report:OSR-RET5-DD20-20D,OSR-RET5-DD20-20D,oversold-rebound-candidates.report.csv,reversal5_drawdown20,"(RANK(1 - RETURNS(CLOSE,5)) + RANK(1 - CLOSE / TS_MAX(CLOSE,20))) / 2",-24.538624000000002,0.0242,1,True,composite_not_clustered,composite-only,,[],B02;B03;B07,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-candidates.report:OSR-RET5-RSI14-20D,OSR-RET5-RSI14-20D,oversold-rebound-candidates.report.csv,reversal5_rsi14,"(RANK(1 - RETURNS(CLOSE,5)) + RANK(1 - RSI(CLOSE,14) / 100)) / 2",-21.545583999999998,0.046,1,True,composite_not_clustered,composite-only,,[],B02;B03;B07,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-recovery-candidates.report:OSR2-DD60-REC5,OSR2-DD60-REC5,oversold-rebound-recovery-candidates.report.csv,drawdown60_recovery5,"(RANK(1 - CLOSE / TS_MAX(CLOSE,60)) + RANK(RETURNS(CLOSE,5))) / 2",-24.445024000000004,-0.0039,1,True,composite_not_clustered,composite-only,,[],B02;B09,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-recovery-candidates.report:OSR2-MA20-REC5,OSR2-MA20-REC5,oversold-rebound-recovery-candidates.report.csv,ma20_recovery5,"(RANK(1 - CLOSE / MA(CLOSE,20)) + RANK(CLOSE / MA(CLOSE,5) - 1)) / 2",-26.984624000000004,0.0189,1,True,composite_not_clustered,composite-only,,[],,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-recovery-candidates.report:OSR2-RET20-REC5,OSR2-RET20-REC5,oversold-rebound-recovery-candidates.report.csv,reversal20_recovery5,"(RANK(1 - RETURNS(CLOSE,20)) + RANK(RETURNS(CLOSE,5))) / 2",-21.34232,0.0256,1,True,composite_not_clustered,composite-only,,[],B02;B03;B07,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-recovery-candidates.report:OSR2-RSI35-REC3,OSR2-RSI35-REC3,oversold-rebound-recovery-candidates.report.csv,rsi35_recovery3,"(RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999)) + RANK(RETURNS(CLOSE,3))) / 2",-31.219072,-0.0027,1,True,composite_not_clustered,composite-only,,[],B02,,,,visible multi-mechanism formula; no independent cluster
oversold-rebound-recovery-candidates.report:OSR2-RSI35-REC5,OSR2-RSI35-REC5,oversold-rebound-recovery-candidates.report.csv,rsi35_recovery5,"(RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999)) + RANK(RETURNS(CLOSE,5))) / 2",-31.517824,-0.0029,1,True,composite_not_clustered,composite-only,,[],B02,,,,visible multi-mechanism formula; no independent cluster
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EP,OSR3-RET40-BP-EP,osr3-ret40-value-candidates.report.csv,reversal_bm_ep,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_ep_ttm)) / 3",-0.505040000000001,0.0717,1,True,composite_not_clustered,composite-only,,[],B02;B03;B08;B07,,,,visible multi-mechanism formula; no independent cluster
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EP-ROE,OSR3-RET40-BP-EP-ROE,osr3-ret40-value-candidates.report.csv,reversal_bm_ep_roe,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_ep_ttm) + RANK(oper_roe_ttm)) / 4",-1.9481439999999992,0.0543,1,True,composite_not_clustered,composite-only,,[],B02;B03;B08;B07,,,,visible multi-mechanism formula; no independent cluster
osr3-ret40-value-candidates.report:OSR3-RET40-BP-ROE,OSR3-RET40-BP-ROE,osr3-ret40-value-candidates.report.csv,reversal_bm_roe_eq,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(oper_roe_ttm)) / 3",-0.6060800000000004,0.0694,1,True,composite_not_clustered,composite-only,,[],B02;B03;B08;B07,,,,visible multi-mechanism formula; no independent cluster
osr3-ret40-value-candidates.report:OSR3-RET40-EP-EQ,OSR3-RET40-EP-EQ,osr3-ret40-value-candidates.report.csv,reversal_ep_eq,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_ep_ttm)) / 2",-1.9598079999999998,0.0631,1,True,composite_not_clustered,composite-only,,[],B02;B03;B08;B07,,,,visible multi-mechanism formula; no independent cluster
paper-derived-nomcap-cycle10-candidates.report:PAPER-DERIVED-COMPOSITE-NOMCAP,PAPER-DERIVED-COMPOSITE-NOMCAP,paper-derived-nomcap-cycle10-candidates.report.csv,paper_composite_nomcap,ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)),-0.11499999999999999,0.0478,1,True,composite_not_clustered,composite-only,,[],B01;B08,,,,visible multi-mechanism formula; no independent cluster
vwap-volume-trend-raw.report:VWAP10-VOL20-MOM20-RAW,VWAP10-VOL20-MOM20-RAW,vwap-volume-trend-raw.report.csv,vwap10_volume20_momentum20,"((MA(AMOUNT / VOLUME, 10) / CLOSE) - 1) * (VOLUME / MA(VOLUME, 20)) * (BIAS(CLOSE, 20) / 100)",-10.06148,0.0449,1,True,composite_not_clustered,composite-only,,[],B03,,,,visible multi-mechanism formula; no independent cluster
alphaprobe-gfn-new-20260916-candidates.report:F-GFN-N02-20260916,F-GFN-N02-20260916,alphaprobe-gfn-new-20260916-candidates.report.csv,book_to_market_lf_div_oper_main_profit_ttm,BOOK_TO_MARKET_RATIO_LF / OPER_MAIN_PROFIT_TTM,12.274464,0.0363,1,False,local_signal_unavailable,unassigned,,[],,,,,local handler returned no finite signal values in the formal window
report-backed-untested-candidates.report:HT13-NEW-HIST-OPPROFIT-6Q,HT13-NEW-HIST-OPPROFIT-6Q,report-backed-untested-candidates.report.csv,quality_oper_profit_tsrank756,"TS_RANK(oper_oper_profit_to_tp_ttm,756)",-3.7639839999999998,0.0021,1,False,local_signal_unavailable,unassigned,,[],,,,,local handler returned no finite signal values in the formal window
