factor_a_id,factor_a_name,factor_a_report,factor_a_handler,factor_a_formula,factor_a_direction,factor_a_platform_factor_direction,factor_a_platform_factor_id,factor_a_platform_run_id,factor_a_configured_cycle,factor_a_platform_rank_ic,factor_a_platform_ic_mean,factor_a_platform_ic_ir,factor_a_platform_ic_p_value,factor_a_platform_monotonicity,factor_a_platform_gross_excess_pct,factor_a_platform_turnover_pct,factor_a_platform_annual_cost_pct,factor_a_platform_net_excess_pct,factor_a_platform_long_sharpe,factor_a_platform_long_max_drawdown_pct,factor_a_platform_long_monthly_win_rate_pct,factor_a_local_net_excess_pct,factor_b_id,factor_b_name,factor_b_report,factor_b_handler,factor_b_formula,factor_b_direction,factor_b_platform_factor_direction,factor_b_platform_factor_id,factor_b_platform_run_id,factor_b_configured_cycle,factor_b_platform_rank_ic,factor_b_platform_ic_mean,factor_b_platform_ic_ir,factor_b_platform_ic_p_value,factor_b_platform_monotonicity,factor_b_platform_gross_excess_pct,factor_b_platform_turnover_pct,factor_b_platform_annual_cost_pct,factor_b_platform_net_excess_pct,factor_b_platform_long_sharpe,factor_b_platform_long_max_drawdown_pct,factor_b_platform_long_monthly_win_rate_pct,factor_b_local_net_excess_pct,correlation,abs_correlation,high_correlation,days,std,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
nonhuatai-factor-6-20260909.report:NONHT-MAX-LOW-21D,NONHT-MAX-LOW-21D,nonhuatai-factor-6-20260909.report.csv,max_return21_low,"RANK(-TS_MAX(RETURNS(CLOSE,1),21))",1,1,6aa0e8a76df2a192a47e781e,6aa0e8a8cffa1665a21011a8,10,0.0862,0.0351,0.2379,0.0103,0.78,1.91,51.71,7.818552,-5.908552,0.5569,20.9,61.67,,turnover-cost-cycle10-candidates.report:HT13-REVERSAL-20D,HT13-REVERSAL-20D,turnover-cost-cycle10-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9fb802cffa1665a2100ee8,6a9fb803cffa1665a2100ee9,10,0.0867,0.0654,0.4653,0.0,0.85,10.48,70.89,10.718568,-0.238567999999999,0.6707,33.28,61.67,,0.36264932596692423,0.36264932596692423,False,1211,0.16961723081509006,6022110,4972.840627580512,4419.0,5199.0
nonhuatai-factor-6-20260909.report:NONHT-MAX-LOW-21D,NONHT-MAX-LOW-21D,nonhuatai-factor-6-20260909.report.csv,max_return21_low,"RANK(-TS_MAX(RETURNS(CLOSE,1),21))",1,1,6aa0e8a76df2a192a47e781e,6aa0e8a8cffa1665a21011a8,10,0.0862,0.0351,0.2379,0.0103,0.78,1.91,51.71,7.818552,-5.908552,0.5569,20.9,61.67,,oversold-rebound-recovery-candidates.report:OSR2-RET20,OSR2-RET20,oversold-rebound-recovery-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9e778fecb163ea7228ca63,6a9e7a7c51cdfe29b2e0b306,5,0.0637,0.0345,0.2552,0.0001,0.69,7.31,52.43,15.854832,-8.544832,0.5685,40.6,56.67,,0.36264932596692423,0.36264932596692423,False,1211,0.16961723081509006,6022110,4972.840627580512,4419.0,5199.0
nonhuatai-factor-6-20260909.report:NONHT-MAX-LOW-21D,NONHT-MAX-LOW-21D,nonhuatai-factor-6-20260909.report.csv,max_return21_low,"RANK(-TS_MAX(RETURNS(CLOSE,1),21))",1,1,6aa0e8a76df2a192a47e781e,6aa0e8a8cffa1665a21011a8,10,0.0862,0.0351,0.2379,0.0103,0.78,1.91,51.71,7.818552,-5.908552,0.5569,20.9,61.67,,turnover-cost-cycle10-candidates.report:OSR2-RET20,OSR2-RET20,turnover-cost-cycle10-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9fb83f0f6165ec8f7f34e3,6a9fb8400f6165ec8f7f34e4,10,0.0881,0.054,0.4036,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6723,33.24,61.67,,0.36264932596692423,0.36264932596692423,False,1211,0.16961723081509006,6022110,4972.840627580512,4419.0,5199.0
oversold-rebound-recovery-candidates.report:OSR2-MODERATE-BIAS5,OSR2-MODERATE-BIAS5,oversold-rebound-recovery-candidates.report.csv,moderate_bias5,"RANK(-ABS(MIN(BIAS(CLOSE,20),0)+5))",1,1,6a9e778becb163ea7228ca5e,6a9e77f3cffa1665a2100b84,5,0.0211,0.0068,0.0748,0.2469,0.86,1.59,78.44,23.720256,-22.130256,0.426,31.56,55.0,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,-0.3625590303840515,0.3625590303840515,False,1211,0.2945559484413783,6023080,4973.641618497109,4420.0,5200.0
oversold-rebound-recovery-candidates.report:OSR2-MODERATE-BIAS5,OSR2-MODERATE-BIAS5,oversold-rebound-recovery-candidates.report.csv,moderate_bias5,"RANK(-ABS(MIN(BIAS(CLOSE,20),0)+5))",1,1,6a9e778becb163ea7228ca5e,6a9e77f3cffa1665a2100b84,5,0.0211,0.0068,0.0748,0.2469,0.86,1.59,78.44,23.720256,-22.130256,0.426,31.56,55.0,,workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",1,1,6aa422566df2a192a47e7e05,6aa422598b01f62dc514615d,10,-0.0843,-0.0535,-0.3901,0.0,0.87,-31.96,63.51,9.602712,-41.562712000000005,-0.7507,130.52,38.33,,-0.3625590303840515,0.3625590303840515,False,1211,0.2945559484413783,6023080,4973.641618497109,4420.0,5200.0
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,asset_growth,RANK(gr_total_asset_lyr),0,0,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,5,-0.0115,-0.0093,-0.1111,0.0856,0.86,1.4,2.1,0.6350399999999999,0.76496,0.3692,41.26,60.0,,huatai-series13-candidates.report:HT13-QUALITY-ROE,HT13-QUALITY-ROE,huatai-series13-candidates.report.csv,quality_roe,oper_roe_ttm,1,1,6a9e8be9a7f535324660b058,6a9e8beacffa1665a2100bd7,5,-0.0069,-0.0088,-0.131,0.043,0.9,-10.67,1.77,0.5352480000000001,-11.205248,-0.019,50.17,53.33,,0.3609324567093785,0.3609324567093785,False,1211,0.03525609177122165,6022621,4973.262592898431,4432.0,5194.0
huatai-series13-candidates.report:HT13-HIST-ROA-6Q,HT13-HIST-ROA-6Q,huatai-series13-candidates.report.csv,quality_roa_tsrank756,"TS_RANK(oper_roa_net_ttm,756)",1,1,6a9e8ca3a7f535324660b05a,6a9e8ca4a7f535324660b05b,5,-0.0008,-0.0004,-0.009,0.9249,0.08,-2.93,6.0,1.8144000000000002,-4.744400000000001,0.9946,18.7,66.67,,report-backed-20260910-candidates.report:REPORT-ROIC-TTM-10D-20260910,REPORT-ROIC-TTM-10D-20260910,report-backed-20260910-candidates.report.csv,quality_roic,RANK(oper_roic_ttm),1,1,6aa2537ccffa1665a21014b0,6aa2537da7f535324660b768,10,-0.0062,-0.0125,-0.1224,0.1821,0.68,-9.05,3.0,0.45360000000000006,-9.5036,-0.0117,48.03,50.0,,0.3599749876550122,0.3599749876550122,False,1211,0.057149860726266016,4179212,3451.0421139554087,9.0,4668.0
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,alphaprobe-net1-platform-20260914-candidates.report.csv,wma_low_volume40,"WMA((((1/LOW)/LOW)/VOLUME),40)",1,1,6aa7cd278b01f62dc5146aed,6aa7cd283e7967143f8fb524,5,0.0577,0.0281,0.3041,0.0,0.99,16.06,8.04,2.4312959999999997,13.628703999999999,0.9352,33.95,63.33,,oversold-rebound-candidates.report:OSR-SCALED-RET5-20D,OSR-SCALED-RET5-20D,oversold-rebound-candidates.report.csv,scaled_reversal5,"RANK((1 - RETURNS(CLOSE,5)) / (STDDEV(RETURNS(CLOSE,1),20) + 0.0001))",1,1,6a9e6f57b2a0c66c643101c6,6a9e724c52393bc2bd995ccd,5,0.0767,0.0248,0.1443,0.026,0.6,-0.64,26.92,8.140608,-8.780608,0.5045,21.33,56.67,,0.35953541221252283,0.35953541221252283,False,1211,0.15259796829432928,6004355,4958.179190751445,4379.0,5196.0
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,oversold-rebound-recovery-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9e77906df2a192a47e7347,6a9e7b46ecb163ea7228ca6d,5,0.0329,0.0239,0.1841,0.0046,0.89,11.16,21.06,6.368544,4.791456,0.6278,38.08,58.33,,oversold-rebound-candidates.report:OSR-MFI14-20D,OSR-MFI14-20D,oversold-rebound-candidates.report.csv,mfi14,"RANK(1 - MFI(CLOSE,HIGH,LOW,VOLUME,14) / 100)",1,1,6a9e6f55b2a0c66c643101c3,6a9e70edf8982abefd86e25c,5,0.0318,0.0111,0.1063,0.1002,0.43,-3.21,61.85,18.70344,-21.91344,0.241,47.49,55.0,,0.3557647329814568,0.3557647329814568,False,1211,0.1409502727221426,5917527,4886.479768786127,4192.0,5170.0
positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,positive-cycle10-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9fcd73ecb163ea7228cbed,6a9fcd73ecb163ea7228cbee,10,0.0405,0.0285,0.2085,0.0241,0.9,8.69,29.39,4.4437679999999995,4.246232,0.5506,28.55,55.0,,oversold-rebound-candidates.report:OSR-MFI14-20D,OSR-MFI14-20D,oversold-rebound-candidates.report.csv,mfi14,"RANK(1 - MFI(CLOSE,HIGH,LOW,VOLUME,14) / 100)",1,1,6a9e6f55b2a0c66c643101c3,6a9e70edf8982abefd86e25c,5,0.0318,0.0111,0.1063,0.1002,0.43,-3.21,61.85,18.70344,-21.91344,0.241,47.49,55.0,,0.3557647329814568,0.3557647329814568,False,1211,0.1409502727221426,5917527,4886.479768786127,4192.0,5170.0
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,residual_volatility,RANK(-residual_volatility),1,1,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,10,0.0884,0.0347,0.2831,0.0073,0.74,2.97,17.19,2.5991280000000003,0.37087199999999987,0.7367,23.77,52.73,,huatai-series13-candidates.report:HT13-VALUE-EP,HT13-VALUE-EP,huatai-series13-candidates.report.csv,value_ep,ratio_ep_ttm,1,1,6a9e895b5d52c44d2f55be5a,6a9e895c51cdfe29b2e0b328,5,0.0174,-0.0061,-0.0651,0.3125,0.37,-2.54,4.42,1.3366079999999998,-3.876608,0.3882,18.47,55.0,,0.35530098798251425,0.35530098798251425,False,1211,0.10184047889392457,5361121,4427.019818331957,3614.0,5026.0
nonhuatai-factor-6-20260909.report:NONHT-MAX-LOW-21D,NONHT-MAX-LOW-21D,nonhuatai-factor-6-20260909.report.csv,max_return21_low,"RANK(-TS_MAX(RETURNS(CLOSE,1),21))",1,1,6aa0e8a76df2a192a47e781e,6aa0e8a8cffa1665a21011a8,10,0.0862,0.0351,0.2379,0.0103,0.78,1.91,51.71,7.818552,-5.908552,0.5569,20.9,61.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,-0.3544510397779467,0.3544510397779467,False,1211,0.1716804453619487,6022110,4972.840627580512,4419.0,5199.0
nonhuatai-factor-6-20260909.report:NONHT-MAX-LOW-21D,NONHT-MAX-LOW-21D,nonhuatai-factor-6-20260909.report.csv,max_return21_low,"RANK(-TS_MAX(RETURNS(CLOSE,1),21))",1,1,6aa0e8a76df2a192a47e781e,6aa0e8a8cffa1665a21011a8,10,0.0862,0.0351,0.2379,0.0103,0.78,1.91,51.71,7.818552,-5.908552,0.5569,20.9,61.67,,workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",1,1,6aa422566df2a192a47e7e05,6aa422598b01f62dc514615d,10,-0.0843,-0.0535,-0.3901,0.0,0.87,-31.96,63.51,9.602712,-41.562712000000005,-0.7507,130.52,38.33,,-0.3544510397779467,0.3544510397779467,False,1211,0.1716804453619487,6022110,4972.840627580512,4419.0,5199.0
huatai-series13-candidates.report:HT13-VOL-STD-1M,HT13-VOL-STD-1M,huatai-series13-candidates.report.csv,volatility21,"STDDEV(RETURNS(CLOSE,1),21)",0,0,6a9e8ba8cffa1665a2100bd6,6a9e8ba85d52c44d2f55be5d,5,-0.0722,-0.029,-0.1639,0.0115,0.64,-0.74,24.78,7.493472,-8.233471999999999,0.5121,20.92,58.33,,oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,0.3540745554786857,0.3540745554786857,False,1211,0.15835466598972453,6022110,4972.840627580512,4419.0,5199.0
oversold-rebound-candidates.report:OSR-RSI14-20D,OSR-RSI14-20D,oversold-rebound-candidates.report.csv,rsi14,"RANK(1 - RSI(CLOSE,14) / 100)",1,1,6a9e6f5405a51446c21e76b6,6a9e70a8b2a0c66c643101cd,5,0.0565,0.0264,0.2153,0.001,0.71,5.28,50.53,15.280272,-10.000271999999999,0.5283,35.01,55.0,,workflow-6aa40282-python-candidates-d0.report:WF6AA4-D0-PYTHON-OBV-20260912,WF6AA4-D0-PYTHON-OBV-20260912,workflow-6aa40282-python-candidates-d0.report.csv,python_obv,workflow-6aa40282-python.py,0,0,6aa4df0cd5536b11c13ee152,6aa4df0ed5536b11c13ee153,10,-0.0143,-0.0207,-0.3402,0.0003,0.52,0.39,89.25,13.494599999999998,-13.104599999999998,0.3679,29.43,56.67,,-0.3523102548562765,0.3523102548562765,False,1211,0.08412359790518285,6028863,4978.41701073493,4436.0,5203.0
turnover-cost-cycle10-candidates.report:OSR-RSI14-20D,OSR-RSI14-20D,turnover-cost-cycle10-candidates.report.csv,rsi14,"RANK(1 - RSI(CLOSE,14) / 100)",1,1,6a9fb8c8a7f535324660b2f5,6a9fb8c9a7f535324660b2f6,10,0.0664,0.0348,0.2778,0.0029,0.81,5.31,66.05,9.986759999999999,-4.676759999999999,0.5404,30.44,53.33,,workflow-6aa40282-python-candidates-d0.report:WF6AA4-D0-PYTHON-OBV-20260912,WF6AA4-D0-PYTHON-OBV-20260912,workflow-6aa40282-python-candidates-d0.report.csv,python_obv,workflow-6aa40282-python.py,0,0,6aa4df0cd5536b11c13ee152,6aa4df0ed5536b11c13ee153,10,-0.0143,-0.0207,-0.3402,0.0003,0.52,0.39,89.25,13.494599999999998,-13.104599999999998,0.3679,29.43,56.67,,-0.3523102548562765,0.3523102548562765,False,1211,0.08412359790518285,6028863,4978.41701073493,4436.0,5203.0
oversold-rebound-candidates.report:OSR-RSI14-20D,OSR-RSI14-20D,oversold-rebound-candidates.report.csv,rsi14,"RANK(1 - RSI(CLOSE,14) / 100)",1,1,6a9e6f5405a51446c21e76b6,6a9e70a8b2a0c66c643101cd,5,0.0565,0.0264,0.2153,0.001,0.71,5.28,50.53,15.280272,-10.000271999999999,0.5283,35.01,55.0,,workflow-6aa40282-python-candidates.report:WF6AA4-PYTHON-OBV-20260911,WF6AA4-PYTHON-OBV-20260911,workflow-6aa40282-python-candidates.report.csv,python_obv,workflow-6aa40282-python.py,1,1,6aa422b9a7f535324660bb4b,6aa422bcecb163ea7228d107,10,-0.0144,-0.0207,-0.3402,0.0003,0.5,-10.24,86.7,13.10904,-23.349040000000002,-0.058,47.95,50.0,,-0.3523102548562765,0.3523102548562765,False,1211,0.08412359790518285,6028863,4978.41701073493,4436.0,5203.0
turnover-cost-cycle10-candidates.report:OSR-RSI14-20D,OSR-RSI14-20D,turnover-cost-cycle10-candidates.report.csv,rsi14,"RANK(1 - RSI(CLOSE,14) / 100)",1,1,6a9fb8c8a7f535324660b2f5,6a9fb8c9a7f535324660b2f6,10,0.0664,0.0348,0.2778,0.0029,0.81,5.31,66.05,9.986759999999999,-4.676759999999999,0.5404,30.44,53.33,,workflow-6aa40282-python-candidates.report:WF6AA4-PYTHON-OBV-20260911,WF6AA4-PYTHON-OBV-20260911,workflow-6aa40282-python-candidates.report.csv,python_obv,workflow-6aa40282-python.py,1,1,6aa422b9a7f535324660bb4b,6aa422bcecb163ea7228d107,10,-0.0144,-0.0207,-0.3402,0.0003,0.5,-10.24,86.7,13.10904,-23.349040000000002,-0.058,47.95,50.0,,-0.3523102548562765,0.3523102548562765,False,1211,0.08412359790518285,6028863,4978.41701073493,4436.0,5203.0
huatai-series13-candidates.report:HT13-GROWTH-NP,HT13-GROWTH-NP,huatai-series13-candidates.report.csv,growth_net_profit,gr_net_profit_ttm,1,1,6a9e8a21cffa1665a2100bd3,6a9e8a22a7f535324660b054,5,-0.0042,-0.0026,-0.0753,0.2427,0.81,-3.3,3.76,1.137024,-4.437024,0.2239,48.23,51.67,,report-backed-untested-candidates.report:HT13-NEW-HIST-GPM-6Q,HT13-NEW-HIST-GPM-6Q,report-backed-untested-candidates.report.csv,quality_gross_margin_tsrank756,"TS_RANK(oper_gross_margin_ttm,756)",1,1,6a9fa567a7f535324660b2ce,6a9fa568a7f535324660b2cf,5,-0.0002,-0.002,-0.0577,0.5509,0.34,-3.42,11.21,3.389904,-6.8099039999999995,0.985,21.63,62.96,,0.3521985700845206,0.3521985700845206,False,1211,0.022769149081684852,4830087,3988.511147811726,3286.0,4803.0
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,alphaprobe-net1-platform-20260914-candidates.report.csv,wma_low_volume40,"WMA((((1/LOW)/LOW)/VOLUME),40)",1,1,6aa7cd278b01f62dc5146aed,6aa7cd283e7967143f8fb524,5,0.0577,0.0281,0.3041,0.0,0.99,16.06,8.04,2.4312959999999997,13.628703999999999,0.9352,33.95,63.33,,report-backed-untested-candidates.report:HT13-NEW-ALPHA40,HT13-NEW-ALPHA40,report-backed-untested-candidates.report.csv,alpha40,"-1 * RANK(STDDEV(HIGH,10)) * CORR(HIGH,VOLUME,10)",1,1,6a9fa5a2cffa1665a2100ecf,6a9fa5a3cffa1665a2100ed0,5,0.069,0.034,0.3415,0.0,0.87,4.87,72.39,21.890736,-17.020736,0.5666,37.76,61.67,,0.35169540414003214,0.35169540414003214,False,1211,0.12266603838573299,6004354,4958.178364987613,4379.0,5196.0
high-potential-5-20260910-candidates.report:NEW-VALUE-EVEBITDA,NEW-VALUE-EVEBITDA,high-potential-5-20260910-candidates.report.csv,ev_ebitda_proxy,RANK(-ratio_ev_ebitda_ttm),1,1,6aa233bf6df2a192a47e79f1,6aa233c051cdfe29b2e0b958,10,0.0202,0.0125,0.1731,0.0604,0.87,4.31,6.55,0.99036,3.3196399999999997,0.4379,37.18,58.33,,nonhuatai-factor-6-20260909.report:NONHT-CASH-CONVERSION,NONHT-CASH-CONVERSION,nonhuatai-factor-6-20260909.report.csv,cash_conversion,RANK(cfd_surplus_cash_multi_ttm),1,1,6aa0e9d6cffa1665a21011ab,6aa0e9d7cffa1665a21011ac,10,0.012,0.0026,0.0467,0.6097,0.07,1.02,6.88,1.0402559999999998,-0.02025599999999983,0.4158,24.7,58.33,,-0.35151152093977056,0.35151152093977056,False,1211,0.06284199816206368,5912602,4882.412881915772,4424.0,5181.0
oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,workflow-6aa40282-python-candidates-d0.report:WF6AA4-D0-PYTHON-OBV-20260912,WF6AA4-D0-PYTHON-OBV-20260912,workflow-6aa40282-python-candidates-d0.report.csv,python_obv,workflow-6aa40282-python.py,0,0,6aa4df0cd5536b11c13ee152,6aa4df0ed5536b11c13ee153,10,-0.0143,-0.0207,-0.3402,0.0003,0.52,0.39,89.25,13.494599999999998,-13.104599999999998,0.3679,29.43,56.67,,-0.3513669225857705,0.3513669225857705,False,1211,0.08667072595636437,6024051,4974.443435177539,4423.0,5200.0
oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",1,1,6a9e6f5305a51446c21e76b5,6a9e701605a51446c21e76b9,5,0.0133,0.0151,0.1233,0.0567,0.53,0.91,44.78,13.541472,-12.631472,0.3256,42.79,56.67,,workflow-6aa40282-python-candidates.report:WF6AA4-PYTHON-OBV-20260911,WF6AA4-PYTHON-OBV-20260911,workflow-6aa40282-python-candidates.report.csv,python_obv,workflow-6aa40282-python.py,1,1,6aa422b9a7f535324660bb4b,6aa422bcecb163ea7228d107,10,-0.0144,-0.0207,-0.3402,0.0003,0.5,-10.24,86.7,13.10904,-23.349040000000002,-0.058,47.95,50.0,,-0.3513669225857705,0.3513669225857705,False,1211,0.08667072595636437,6024051,4974.443435177539,4423.0,5200.0
huatai-series13-candidates.report:HT13-QUALITY-CASH-DEBT,HT13-QUALITY-CASH-DEBT,huatai-series13-candidates.report.csv,quality_cash_debt,cfd_ocf_to_debt_ttm,1,1,6a9e8c26cffa1665a2100bd9,6a9e8c2751cdfe29b2e0b32c,5,0.0042,-0.0038,-0.0753,0.2427,0.71,-2.55,1.85,0.55944,-3.1094399999999998,0.2921,37.73,61.67,,paper-derived-full.report:paper-derived-profitability,paper-derived-profitability,paper-derived-full.report.csv,profitability,RANK(profitability),1,1,6a9e30249a167ed86a7f1ae1,6a9e30249a167ed86a7f1ae2,5,0.0287,0.0018,0.0147,0.8403,0.25,-2.81,5.48,1.6571520000000002,-4.4671520000000005,0.4366,19.45,50.0,,0.35130254879071543,0.35130254879071543,False,1211,0.08406783133674618,5914512,4883.990090834021,4422.0,5185.0
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,asset_growth,RANK(gr_total_asset_lyr),0,0,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,5,-0.0115,-0.0093,-0.1111,0.0856,0.86,1.4,2.1,0.6350399999999999,0.76496,0.3692,41.26,60.0,,huatai-series13-candidates.report:HT13-VALUE-EP,HT13-VALUE-EP,huatai-series13-candidates.report.csv,value_ep,ratio_ep_ttm,1,1,6a9e895b5d52c44d2f55be5a,6a9e895c51cdfe29b2e0b328,5,0.0174,-0.0061,-0.0651,0.3125,0.37,-2.54,4.42,1.3366079999999998,-3.876608,0.3882,18.47,55.0,,0.35035386079846353,0.35035386079846353,False,1211,0.0480366112282823,5921715,4889.938067712635,4424.0,5192.0
huatai-series13-candidates.report:HT13-QUALITY-ROE,HT13-QUALITY-ROE,huatai-series13-candidates.report.csv,quality_roe,oper_roe_ttm,1,1,6a9e8be9a7f535324660b058,6a9e8beacffa1665a2100bd7,5,-0.0069,-0.0088,-0.131,0.043,0.9,-10.67,1.77,0.5352480000000001,-11.205248,-0.019,50.17,53.33,,huatai-series13-candidates.report:HT13-HIST-ROA-6Q,HT13-HIST-ROA-6Q,huatai-series13-candidates.report.csv,quality_roa_tsrank756,"TS_RANK(oper_roa_net_ttm,756)",1,1,6a9e8ca3a7f535324660b05a,6a9e8ca4a7f535324660b05b,5,-0.0008,-0.0004,-0.009,0.9249,0.08,-2.93,6.0,1.8144000000000002,-4.744400000000001,0.9946,18.7,66.67,,0.3501230182247459,0.3501230182247459,False,1211,0.06952504428716805,4253271,3512.197357555739,9.0,4746.0
oversold-rebound-candidates.report:OSR-Z20-20D,OSR-Z20-20D,oversold-rebound-candidates.report.csv,zscore20_low,"RANK(1 - TS_ZSCORE(CLOSE,20))",1,1,6a9e6f55b2a0c66c643101c4,6a9e7137f8982abefd86e25e,5,0.0491,0.0248,0.2223,0.0007,0.64,3.36,75.56,22.849344000000002,-19.489344000000003,0.4667,32.21,53.33,,workflow-6aa40282-python-candidates-d0.report:WF6AA4-D0-PYTHON-OBV-20260912,WF6AA4-D0-PYTHON-OBV-20260912,workflow-6aa40282-python-candidates-d0.report.csv,python_obv,workflow-6aa40282-python.py,0,0,6aa4df0cd5536b11c13ee152,6aa4df0ed5536b11c13ee153,10,-0.0143,-0.0207,-0.3402,0.0003,0.52,0.39,89.25,13.494599999999998,-13.104599999999998,0.3679,29.43,56.67,,-0.3497463070185781,0.3497463070185781,False,1211,0.08307173389132062,6024051,4974.443435177539,4423.0,5200.0
oversold-rebound-candidates.report:OSR-Z20-20D,OSR-Z20-20D,oversold-rebound-candidates.report.csv,zscore20_low,"RANK(1 - TS_ZSCORE(CLOSE,20))",1,1,6a9e6f55b2a0c66c643101c4,6a9e7137f8982abefd86e25e,5,0.0491,0.0248,0.2223,0.0007,0.64,3.36,75.56,22.849344000000002,-19.489344000000003,0.4667,32.21,53.33,,workflow-6aa40282-python-candidates.report:WF6AA4-PYTHON-OBV-20260911,WF6AA4-PYTHON-OBV-20260911,workflow-6aa40282-python-candidates.report.csv,python_obv,workflow-6aa40282-python.py,1,1,6aa422b9a7f535324660bb4b,6aa422bcecb163ea7228d107,10,-0.0144,-0.0207,-0.3402,0.0003,0.5,-10.24,86.7,13.10904,-23.349040000000002,-0.058,47.95,50.0,,-0.3497463070185781,0.3497463070185781,False,1211,0.08307173389132062,6024051,4974.443435177539,4423.0,5200.0
oversold-rebound-candidates.report:OSR-RET10-20D,OSR-RET10-20D,oversold-rebound-candidates.report.csv,reversal10,"RANK(1 - RETURNS(CLOSE,10))",1,1,6a9e6f53b2a0c66c643101c1,6a9e6fcfb2a0c66c643101cb,5,0.0453,0.0235,0.1885,0.0038,0.5,-0.32,67.84,20.514816,-20.834816,0.299,42.2,53.33,,oversold-rebound-recovery-candidates.report:OSR2-SMOOTH-RSI28,OSR2-SMOOTH-RSI28,oversold-rebound-recovery-candidates.report.csv,smooth_rsi28,"RANK(MA(1 - RSI(CLOSE,28) / 100,10))",1,1,6a9e7790ecb163ea7228ca65,6a9e7b8f5d52c44d2f55be49,5,0.0578,0.0266,0.1933,0.003,0.83,5.48,24.26,7.3362240000000005,-1.856224,0.5529,35.93,56.67,,0.3465604434408183,0.3465604434408183,False,1211,0.14053185723651543,6006360,4959.834847233691,4384.0,5196.0
