factor_a_id,factor_a_name,factor_a_report,factor_a_handler,factor_a_formula,factor_a_direction,factor_a_platform_factor_direction,factor_a_platform_factor_id,factor_a_platform_run_id,factor_a_configured_cycle,factor_a_platform_rank_ic,factor_a_platform_ic_mean,factor_a_platform_ic_ir,factor_a_platform_ic_p_value,factor_a_platform_monotonicity,factor_a_platform_gross_excess_pct,factor_a_platform_turnover_pct,factor_a_platform_annual_cost_pct,factor_a_platform_net_excess_pct,factor_a_platform_long_sharpe,factor_a_platform_long_max_drawdown_pct,factor_a_platform_long_monthly_win_rate_pct,factor_a_local_net_excess_pct,factor_b_id,factor_b_name,factor_b_report,factor_b_handler,factor_b_formula,factor_b_direction,factor_b_platform_factor_direction,factor_b_platform_factor_id,factor_b_platform_run_id,factor_b_configured_cycle,factor_b_platform_rank_ic,factor_b_platform_ic_mean,factor_b_platform_ic_ir,factor_b_platform_ic_p_value,factor_b_platform_monotonicity,factor_b_platform_gross_excess_pct,factor_b_platform_turnover_pct,factor_b_platform_annual_cost_pct,factor_b_platform_net_excess_pct,factor_b_platform_long_sharpe,factor_b_platform_long_max_drawdown_pct,factor_b_platform_long_monthly_win_rate_pct,factor_b_local_net_excess_pct,correlation,abs_correlation,high_correlation,days,std,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,verify-field-scan-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28d80cffa1665a210157c,6aa28d80cffa1665a210157d,5,0.045,0.0346,0.2731,0.0,0.99,16.4,5.62,1.6994879999999999,14.700511999999998,0.8539,42.66,65.0,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-DD60,OSR2-MODERATE-DD60,oversold-rebound-recovery-candidates.report.csv,moderate_drawdown60,"RANK(-ABS((1 - CLOSE / TS_MAX(CLOSE,60)) - 0.10))",1,1,6a9e778b51cdfe29b2e0b2f5,6a9e783ecffa1665a2100b89,5,-0.0077,-0.0136,-0.1281,0.0478,0.96,-8.98,74.3,22.46832,-31.44832,0.0348,43.28,56.67,,0.015619423519911952,0.015619423519911952,False,1211,0.11880009115934662,5982830,4940.404624277457,4331.0,5192.0
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-G260910-13,VERIFY10-G260910-13,verify-field-scan-cycle10-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28ea3a7f535324660b83a,6aa28ea43e7967143f8fae33,10,0.0559,0.043,0.3041,0.0012,0.98,15.37,9.43,1.425816,13.944184,0.8357,32.54,61.67,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-DD60,OSR2-MODERATE-DD60,oversold-rebound-recovery-candidates.report.csv,moderate_drawdown60,"RANK(-ABS((1 - CLOSE / TS_MAX(CLOSE,60)) - 0.10))",1,1,6a9e778b51cdfe29b2e0b2f5,6a9e783ecffa1665a2100b89,5,-0.0077,-0.0136,-0.1281,0.0478,0.96,-8.98,74.3,22.46832,-31.44832,0.0348,43.28,56.67,,0.015619423519911952,0.015619423519911952,False,1211,0.11880009115934662,5982830,4940.404624277457,4331.0,5192.0
huatai-series13-candidates.report:HT13-ALPHA44,HT13-ALPHA44,huatai-series13-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9e8dd7cffa1665a2100be0,6a9e8dd8cffa1665a2100be1,5,0.0454,0.0186,0.3351,0.0,0.99,7.97,86.24,26.078976,-18.108976000000002,0.6736,36.29,61.67,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-DD60,OSR2-MODERATE-DD60,oversold-rebound-recovery-candidates.report.csv,moderate_drawdown60,"RANK(-ABS((1 - CLOSE / TS_MAX(CLOSE,60)) - 0.10))",1,1,6a9e778b51cdfe29b2e0b2f5,6a9e783ecffa1665a2100b89,5,-0.0077,-0.0136,-0.1281,0.0478,0.96,-8.98,74.3,22.46832,-31.44832,0.0348,43.28,56.67,,-0.015583133002152945,0.015583133002152945,False,1211,0.0733243711115617,5983022,4940.563170933113,4333.0,5191.0
oversold-rebound-recovery-candidates.report:OSR2-MODERATE-DD60,OSR2-MODERATE-DD60,oversold-rebound-recovery-candidates.report.csv,moderate_drawdown60,"RANK(-ABS((1 - CLOSE / TS_MAX(CLOSE,60)) - 0.10))",1,1,6a9e778b51cdfe29b2e0b2f5,6a9e783ecffa1665a2100b89,5,-0.0077,-0.0136,-0.1281,0.0478,0.96,-8.98,74.3,22.46832,-31.44832,0.0348,43.28,56.67,,turnover-cost-cycle10-candidates.report:HT13-ALPHA44,HT13-ALPHA44,turnover-cost-cycle10-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",1,1,6a9fb90aa7f535324660b2fa,6a9fb90aa7f535324660b2fb,10,0.0396,0.0135,0.2485,0.0075,0.94,3.57,87.26,13.193712,-9.623712,0.4992,27.42,61.67,,-0.015583133002152945,0.015583133002152945,False,1211,0.0733243711115617,5983022,4940.563170933113,4333.0,5191.0
alphaprobe-final-20260914-candidates.report:F-A18,F-A18,alphaprobe-final-20260914-candidates.report.csv,ma_reversion40,"0 - CLOSE / MA(CLOSE,40)",1,1,6aa7ac1c51cdfe29b2e0c5d6,6aa7ac1c5d52c44d2f55cad8,5,0.0674,0.0471,0.3188,0.0,0.71,8.1,39.54,11.956896,-3.8568960000000008,0.5736,41.09,56.67,,high-potential-5-20260910-candidates.report:NEW-GROWTH-ROE-TTM,NEW-GROWTH-ROE-TTM,high-potential-5-20260910-candidates.report.csv,growth_roe,RANK(gr_roe_ttm),1,1,6aa2331b51cdfe29b2e0b957,6aa2331cecb163ea7228ce53,10,0.0113,-0.0019,-0.0209,0.8185,0.69,-1.44,6.56,0.991872,-2.431872,0.3062,31.75,56.67,,-0.015538076865234212,0.015538076865234212,False,1211,0.05973270246684522,5358385,4424.760528488852,3612.0,5025.0
alphaprobe-gfn-platform-20260916-candidates.report:F-A18,F-A18,alphaprobe-gfn-platform-20260916-candidates.report.csv,ma_reversion40,"0 - CLOSE / MA(CLOSE,40)",1,1,6aaa43735d52c44d2f55ce57,6aaa43736df2a192a47e8d43,5,0.0646,0.0384,0.2892,0.0,0.67,3.51,38.73,11.711951999999998,-8.201951999999999,0.4393,43.66,53.33,,high-potential-5-20260910-candidates.report:NEW-GROWTH-ROE-TTM,NEW-GROWTH-ROE-TTM,high-potential-5-20260910-candidates.report.csv,growth_roe,RANK(gr_roe_ttm),1,1,6aa2331b51cdfe29b2e0b957,6aa2331cecb163ea7228ce53,10,0.0113,-0.0019,-0.0209,0.8185,0.69,-1.44,6.56,0.991872,-2.431872,0.3062,31.75,56.67,,-0.015538076865234212,0.015538076865234212,False,1211,0.05973270246684522,5358385,4424.760528488852,3612.0,5025.0
high-potential-5-20260910-candidates.report:NEW-GROWTH-REV-TTM,NEW-GROWTH-REV-TTM,high-potential-5-20260910-candidates.report.csv,growth_revenue,RANK(gr_revenue_ttm),1,1,6aa232daa7f535324660b6c8,6aa232da5d52c44d2f55c225,10,-0.0004,0.0,-0.0006,0.9935,0.37,-1.42,5.29,0.7998480000000001,-2.219848,0.2765,50.81,46.67,,huatai-series13-candidates.report:HT13-TURN-STD-1M,HT13-TURN-STD-1M,huatai-series13-candidates.report.csv,turnover_std21,"STDDEV(TURNOVER,21)",0,0,6a9e8b63cffa1665a2100bd5,6a9e8b636df2a192a47e7393,5,-0.0671,-0.0355,-0.2729,0.0,0.65,1.64,19.47,5.887727999999999,-4.2477279999999995,0.6252,19.08,58.33,,0.015427642913823363,0.015427642913823363,False,1211,0.04719578530078774,6023080,4973.641618497109,4420.0,5200.0
oversold-rebound-candidates.report:OSR-MA20-20D,OSR-MA20-20D,oversold-rebound-candidates.report.csv,ma_drawdown20,"RANK(1 - CLOSE / MA(CLOSE,20))",1,1,6a9e6f54b2a0c66c643101c2,6a9e705ffada315e619d3926,5,0.0523,0.0272,0.211,0.0012,0.55,1.97,55.17,16.683408,-14.713408,0.3725,41.55,55.0,,report-backed-20260910-candidates.report:REPORT-ROIC-TTM-10D-20260910,REPORT-ROIC-TTM-10D-20260910,report-backed-20260910-candidates.report.csv,quality_roic,RANK(oper_roic_ttm),1,1,6aa2537ccffa1665a21014b0,6aa2537da7f535324660b768,10,-0.0062,-0.0125,-0.1224,0.1821,0.68,-9.05,3.0,0.45360000000000006,-9.5036,-0.0117,48.03,50.0,,-0.015364910639202698,0.015364910639202698,False,1211,0.1400601117263944,5904252,4875.517753922378,4326.0,5100.0
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,asset_growth,RANK(gr_total_asset_lyr),0,0,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,5,-0.0115,-0.0093,-0.1111,0.0856,0.86,1.4,2.1,0.6350399999999999,0.76496,0.3692,41.26,60.0,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,-0.0153631606006649,0.0153631606006649,False,1211,0.10990149310544314,6023048,4973.6151940545005,4420.0,5200.0
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,asset_growth,RANK(gr_total_asset_lyr),0,0,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,5,-0.0115,-0.0093,-0.1111,0.0856,0.86,1.4,2.1,0.6350399999999999,0.76496,0.3692,41.26,60.0,,workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",1,1,6aa422566df2a192a47e7e05,6aa422598b01f62dc514615d,10,-0.0843,-0.0535,-0.3901,0.0,0.87,-31.96,63.51,9.602712,-41.562712000000005,-0.7507,130.52,38.33,,-0.0153631606006649,0.0153631606006649,False,1211,0.10990149310544314,6023048,4973.6151940545005,4420.0,5200.0
oversold-rebound-candidates.report:OSR-MA20-20D,OSR-MA20-20D,oversold-rebound-candidates.report.csv,ma_drawdown20,"RANK(1 - CLOSE / MA(CLOSE,20))",1,1,6a9e6f54b2a0c66c643101c2,6a9e705ffada315e619d3926,5,0.0523,0.0272,0.211,0.0012,0.55,1.97,55.17,16.683408,-14.713408,0.3725,41.55,55.0,,paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,0.015329863400808927,0.015329863400808927,False,1211,0.12651152422779183,5995189,4950.610239471511,4394.0,5174.0
oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",1,1,6a9e778d6df2a192a47e7346,6a9e79c0a7f535324660b00a,5,0.0018,-0.001,-0.0374,0.5614,0.42,1.57,89.86,27.173664,-25.603664,0.4305,35.13,58.33,,workflow-6aa40282-python-candidates-d0.report:WF6AA4-D0-PYTHON-OBV-20260912,WF6AA4-D0-PYTHON-OBV-20260912,workflow-6aa40282-python-candidates-d0.report.csv,python_obv,workflow-6aa40282-python.py,0,0,6aa4df0cd5536b11c13ee152,6aa4df0ed5536b11c13ee153,10,-0.0143,-0.0207,-0.3402,0.0003,0.52,0.39,89.25,13.494599999999998,-13.104599999999998,0.3679,29.43,56.67,,-0.01524393781363278,0.01524393781363278,False,1118,0.020451340418724474,6042172,4989.4071015689515,4455.0,5209.0
oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",1,1,6a9e778d6df2a192a47e7346,6a9e79c0a7f535324660b00a,5,0.0018,-0.001,-0.0374,0.5614,0.42,1.57,89.86,27.173664,-25.603664,0.4305,35.13,58.33,,workflow-6aa40282-python-candidates.report:WF6AA4-PYTHON-OBV-20260911,WF6AA4-PYTHON-OBV-20260911,workflow-6aa40282-python-candidates.report.csv,python_obv,workflow-6aa40282-python.py,1,1,6aa422b9a7f535324660bb4b,6aa422bcecb163ea7228d107,10,-0.0144,-0.0207,-0.3402,0.0003,0.5,-10.24,86.7,13.10904,-23.349040000000002,-0.058,47.95,50.0,,-0.01524393781363278,0.01524393781363278,False,1118,0.020451340418724474,6042172,4989.4071015689515,4455.0,5209.0
oversold-rebound-candidates.report:OSR-RET10-20D,OSR-RET10-20D,oversold-rebound-candidates.report.csv,reversal10,"RANK(1 - RETURNS(CLOSE,10))",1,1,6a9e6f53b2a0c66c643101c1,6a9e6fcfb2a0c66c643101cb,5,0.0453,0.0235,0.1885,0.0038,0.5,-0.32,67.84,20.514816,-20.834816,0.299,42.2,53.33,,paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,0.015202311864914537,0.015202311864914537,False,1211,0.12360037932354676,6003822,4957.739058629232,4415.0,5179.0
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,residual_volatility,RANK(-residual_volatility),1,1,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,10,0.0884,0.0347,0.2831,0.0073,0.74,2.97,17.19,2.5991280000000003,0.37087199999999987,0.7367,23.77,52.73,,oversold-rebound-recovery-candidates.report:OSR2-SMOOTH-RSI28,OSR2-SMOOTH-RSI28,oversold-rebound-recovery-candidates.report.csv,smooth_rsi28,"RANK(MA(1 - RSI(CLOSE,28) / 100,10))",1,1,6a9e7790ecb163ea7228ca65,6a9e7b8f5d52c44d2f55be49,5,0.0578,0.0266,0.1933,0.003,0.83,5.48,24.26,7.3362240000000005,-1.856224,0.5529,35.93,56.67,,0.015192488248998205,0.015192488248998205,False,1211,0.1637441876683831,5368681,4433.262592898431,3620.0,5033.0
huatai-series13-candidates.report:HT13-VALUE-EP,HT13-VALUE-EP,huatai-series13-candidates.report.csv,value_ep,ratio_ep_ttm,1,1,6a9e895b5d52c44d2f55be5a,6a9e895c51cdfe29b2e0b328,5,0.0174,-0.0061,-0.0651,0.3125,0.37,-2.54,4.42,1.3366079999999998,-3.876608,0.3882,18.47,55.0,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,-0.015137271922431464,0.015137271922431464,False,1211,0.15931725696936125,5919656,4888.237819983485,4408.0,5184.0
huatai-series13-candidates.report:HT13-VALUE-EP,HT13-VALUE-EP,huatai-series13-candidates.report.csv,value_ep,ratio_ep_ttm,1,1,6a9e895b5d52c44d2f55be5a,6a9e895c51cdfe29b2e0b328,5,0.0174,-0.0061,-0.0651,0.3125,0.37,-2.54,4.42,1.3366079999999998,-3.876608,0.3882,18.47,55.0,,workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",1,1,6aa422566df2a192a47e7e05,6aa422598b01f62dc514615d,10,-0.0843,-0.0535,-0.3901,0.0,0.87,-31.96,63.51,9.602712,-41.562712000000005,-0.7507,130.52,38.33,,-0.015137271922431464,0.015137271922431464,False,1211,0.15931725696936125,5919656,4888.237819983485,4408.0,5184.0
huatai-series13-candidates.report:HT13-VALUE-BP,HT13-VALUE-BP,huatai-series13-candidates.report.csv,value_bm,ratio_bm_ttm,1,1,6a9e891a0f6165ec8f7f33d9,6a9e891acffa1665a2100bcd,5,0.0524,0.0154,0.1068,0.0985,0.88,3.36,4.17,1.261008,2.098992,0.6007,22.69,60.0,,huatai-series13-candidates.report:HT13-QUALITY-CASH-DEBT,HT13-QUALITY-CASH-DEBT,huatai-series13-candidates.report.csv,quality_cash_debt,cfd_ocf_to_debt_ttm,1,1,6a9e8c26cffa1665a2100bd9,6a9e8c2751cdfe29b2e0b32c,5,0.0042,-0.0038,-0.0753,0.2427,0.71,-2.55,1.85,0.55944,-3.1094399999999998,0.2921,37.73,61.67,,0.015050252028722325,0.015050252028722325,False,1211,0.04118902327673986,6037088,4985.208918249381,4450.0,5209.0
huatai-series13-candidates.report:HT13-QUALITY-CASH-DEBT,HT13-QUALITY-CASH-DEBT,huatai-series13-candidates.report.csv,quality_cash_debt,cfd_ocf_to_debt_ttm,1,1,6a9e8c26cffa1665a2100bd9,6a9e8c2751cdfe29b2e0b32c,5,0.0042,-0.0038,-0.0753,0.2427,0.71,-2.55,1.85,0.55944,-3.1094399999999998,0.2921,37.73,61.67,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-RSI35,OSR2-MODERATE-RSI35,oversold-rebound-recovery-candidates.report.csv,rsi35,"RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999))",1,1,6a9e778a3e7967143f8fa90c,6a9e77a3a7f535324660afff,5,0.0389,0.0169,0.1565,0.0159,0.82,2.76,68.82,20.811168,-18.051167999999997,0.452,38.16,53.33,,-0.01502387439742904,0.01502387439742904,False,1211,0.06359593545784431,6042060,4989.3146160198185,4455.0,5209.0
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,asset_growth,RANK(gr_total_asset_lyr),0,0,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,5,-0.0115,-0.0093,-0.1111,0.0856,0.86,1.4,2.1,0.6350399999999999,0.76496,0.3692,41.26,60.0,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-RSI35,OSR2-MODERATE-RSI35,oversold-rebound-recovery-candidates.report.csv,rsi35,"RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999))",1,1,6a9e778a3e7967143f8fa90c,6a9e77a3a7f535324660afff,5,0.0389,0.0169,0.1565,0.0159,0.82,2.76,68.82,20.811168,-18.051167999999997,0.452,38.16,53.33,,0.014974080411683612,0.014974080411683612,False,1211,0.09488406347444502,6042140,4989.380677126342,4455.0,5209.0
paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,workflow-6aa40282-python-candidates-d0.report:WF6AA4-D0-PYTHON-OBV-20260912,WF6AA4-D0-PYTHON-OBV-20260912,workflow-6aa40282-python-candidates-d0.report.csv,python_obv,workflow-6aa40282-python.py,0,0,6aa4df0cd5536b11c13ee152,6aa4df0ed5536b11c13ee153,10,-0.0143,-0.0207,-0.3402,0.0003,0.52,0.39,89.25,13.494599999999998,-13.104599999999998,0.3679,29.43,56.67,,-0.014938902477431027,0.014938902477431027,False,1211,0.04652655001197377,6013310,4965.573905862923,4426.0,5183.0
paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),1,1,6a9e2f96b2a0c66c6431012a,6a9e2f97b2a0c66c6431012b,5,-0.0114,-0.0173,-0.1795,0.0057,0.89,-12.73,1.87,0.565488,-13.295488,-0.1215,59.55,55.0,,workflow-6aa40282-python-candidates.report:WF6AA4-PYTHON-OBV-20260911,WF6AA4-PYTHON-OBV-20260911,workflow-6aa40282-python-candidates.report.csv,python_obv,workflow-6aa40282-python.py,1,1,6aa422b9a7f535324660bb4b,6aa422bcecb163ea7228d107,10,-0.0144,-0.0207,-0.3402,0.0003,0.5,-10.24,86.7,13.10904,-23.349040000000002,-0.058,47.95,50.0,,-0.014938902477431027,0.014938902477431027,False,1211,0.04652655001197377,6013310,4965.573905862923,4426.0,5183.0
huatai-series13-candidates.report:HT13-QUALITY-ROE,HT13-QUALITY-ROE,huatai-series13-candidates.report.csv,quality_roe,oper_roe_ttm,1,1,6a9e8be9a7f535324660b058,6a9e8beacffa1665a2100bd7,5,-0.0069,-0.0088,-0.131,0.043,0.9,-10.67,1.77,0.5352480000000001,-11.205248,-0.019,50.17,53.33,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-RSI35,OSR2-MODERATE-RSI35,oversold-rebound-recovery-candidates.report.csv,rsi35,"RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999))",1,1,6a9e778a3e7967143f8fa90c,6a9e77a3a7f535324660afff,5,0.0389,0.0169,0.1565,0.0159,0.82,2.76,68.82,20.811168,-18.051167999999997,0.452,38.16,53.33,,-0.014862246880996981,0.014862246880996981,False,1211,0.12393684303491008,6022621,4973.262592898431,4432.0,5194.0
oversold-rebound-candidates.report:OSR-RET10-20D,OSR-RET10-20D,oversold-rebound-candidates.report.csv,reversal10,"RANK(1 - RETURNS(CLOSE,10))",1,1,6a9e6f53b2a0c66c643101c1,6a9e6fcfb2a0c66c643101cb,5,0.0453,0.0235,0.1885,0.0038,0.5,-0.32,67.84,20.514816,-20.834816,0.299,42.2,53.33,,report-backed-untested-candidates.report:HT13-NEW-HIST-GPM-6Q,HT13-NEW-HIST-GPM-6Q,report-backed-untested-candidates.report.csv,quality_gross_margin_tsrank756,"TS_RANK(oper_gross_margin_ttm,756)",1,1,6a9fa567a7f535324660b2ce,6a9fa568a7f535324660b2cf,5,-0.0002,-0.002,-0.0577,0.5509,0.34,-3.42,11.21,3.389904,-6.8099039999999995,0.985,21.63,62.96,,-0.01485667675794413,0.01485667675794413,False,1211,0.05166905163937035,4830087,3988.511147811726,3286.0,4803.0
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,residual_volatility,RANK(-residual_volatility),1,1,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,10,0.0884,0.0347,0.2831,0.0073,0.74,2.97,17.19,2.5991280000000003,0.37087199999999987,0.7367,23.77,52.73,,oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,oversold-rebound-recovery-candidates.report.csv,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1,1,6a9e778fecb163ea7228ca64,6a9e7abba7f535324660b013,5,0.0731,0.0389,0.2718,0.0,0.88,13.25,40.41,12.219983999999998,1.0300160000000016,0.7374,40.2,58.33,,-0.014800854034621556,0.014800854034621556,False,1211,0.18300179146229867,5368681,4433.262592898431,3620.0,5033.0
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,residual_volatility,RANK(-residual_volatility),1,1,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,10,0.0884,0.0347,0.2831,0.0073,0.74,2.97,17.19,2.5991280000000003,0.37087199999999987,0.7367,23.77,52.73,,positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,positive-cycle10-candidates.report.csv,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1,1,6a9fcd2d6df2a192a47e765b,6a9fcd2e6df2a192a47e765c,10,0.0908,0.0512,0.3602,0.0001,0.91,13.35,55.02,8.319024,5.030975999999999,0.738,30.05,60.0,,-0.014800854034621556,0.014800854034621556,False,1211,0.18300179146229867,5368681,4433.262592898431,3620.0,5033.0
nonhuatai-factor-6-20260909.report:NONHT-CASH-CONVERSION,NONHT-CASH-CONVERSION,nonhuatai-factor-6-20260909.report.csv,cash_conversion,RANK(cfd_surplus_cash_multi_ttm),1,1,6aa0e9d6cffa1665a21011ab,6aa0e9d7cffa1665a21011ac,10,0.012,0.0026,0.0467,0.6097,0.07,1.02,6.88,1.0402559999999998,-0.02025599999999983,0.4158,24.7,58.33,,oversold-rebound-candidates.report:OSR-MA20-20D,OSR-MA20-20D,oversold-rebound-candidates.report.csv,ma_drawdown20,"RANK(1 - CLOSE / MA(CLOSE,20))",1,1,6a9e6f54b2a0c66c643101c2,6a9e705ffada315e619d3926,5,0.0523,0.0272,0.211,0.0012,0.55,1.97,55.17,16.683408,-14.713408,0.3725,41.55,55.0,,-0.014779847338113737,0.014779847338113737,False,1211,0.06403020559001983,5912593,4882.4054500412885,4410.0,5179.0
huatai-series13-candidates.report:HT13-VALUE-OCFP-LOW-PCF,HT13-VALUE-OCFP-LOW-PCF,huatai-series13-candidates.report.csv,value_pcf,ratio_pcf_ocf_ttm,0,0,6a9e89e0cffa1665a2100bcf,6a9e89e1cffa1665a2100bd0,5,-0.013,-0.0007,-0.0473,0.4627,0.64,-1.13,5.64,1.7055360000000002,-2.8355360000000003,0.2829,45.99,58.33,,oversold-rebound-recovery-candidates.report:OSR2-MODERATE-BIAS5,OSR2-MODERATE-BIAS5,oversold-rebound-recovery-candidates.report.csv,moderate_bias5,"RANK(-ABS(MIN(BIAS(CLOSE,20),0)+5))",1,1,6a9e778becb163ea7228ca5e,6a9e77f3cffa1665a2100b84,5,0.0211,0.0068,0.0748,0.2469,0.86,1.59,78.44,23.720256,-22.130256,0.426,31.56,55.0,,-0.01462886802066214,0.01462886802066214,False,1211,0.05638943903320902,5918177,4887.016515276631,4412.0,5181.0
nonhuatai-factor-6-20260909.report:NONHT-LOW-BETA,NONHT-LOW-BETA,nonhuatai-factor-6-20260909.report.csv,beta_low,RANK(-beta),1,1,6aa0ea1a5d52c44d2f55c0f2,6aa0ea1a5d52c44d2f55c0f3,10,0.0096,-0.0138,-0.0764,0.4599,0.83,-13.4,13.6,2.05632,-15.45632,-0.225,25.8,43.64,,oversold-rebound-recovery-candidates.report:OSR2-PRICE-CROSS-MA5,OSR2-PRICE-CROSS-MA5,oversold-rebound-recovery-candidates.report.csv,ma20_cross5,"RANK(1 - CLOSE / MA(CLOSE,20)) * AS_FLOAT(CROSS(CLOSE,MA(CLOSE,5)))",1,1,6a9e778ea7f535324660affd,6a9e7a086df2a192a47e7350,5,0.0006,-0.0011,-0.0218,0.7343,0.05,-2.83,89.99,27.212975999999998,-30.042975999999996,0.2645,33.7,53.33,,0.014626800155427345,0.014626800155427345,False,1210,0.11272538562292672,5750108,4748.231213872832,3940.0,5125.0
